"label","id","Degree","Betweenness","Pagerank","Cluster","Strain","Diameter","Count","N","Essential","Var","Location.Tag","Tag1","Tag2","Tag3","Category1","Category2","Category3","No..of.Categories","Gene.Name","Gene.Description","Essential.Count","Essential.Call","TIGR4.new","TAIWAN.19F.old","TAIWAN.19F.new","D39.old","D39.new"
"SP_0437",83,25,830.075905648264,0.0271890497628943,2650,"TIGR4",0.008863099492401,372,371,TRUE,0.556868128337202,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"gatA","aspartyl/glutamyl-tRNA amidotransferase subunit A",15,"Essential","SP_RS02155","SPT_0474","SPT_RS02375","SPD_0397","SPD_RS02115"
"SP_0438",84,25,830.075905648264,0.0271890497628943,116,"TIGR4",0.021648858458382,372,371,TRUE,0.550393969454974,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"gatC","aspartyl/glutamyl-tRNA amidotransferase subunit C",15,"Essential","SP_RS02160","SPT_0475","SPT_RS02380","SPD_0398","SPD_RS02120"
"SP_0436",85,25,830.075905648264,0.0271890497628943,3047,"TIGR4",0.00367969621923898,372,371,TRUE,0.390541306808111,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"gatB","aspartyl/glutamyl-tRNA amidotransferase subunit B",15,"Essential","SP_RS02150","SPT_0473","SPT_RS02370","SPD_0396","SPD_RS02110"
"SP_1399",86,8,0,0,1895,"TIGR4",0.000362334919197238,371,370,FALSE,0.408481320429023,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"PstC","Phosphate ABC transporter, permease component",0,"Nonessential","SP_RS06860","SPT_0875","SPT_RS04340","SPD_1231","SPD_RS06495"
"SP_2086",87,8,0,0,3277,"TIGR4",0.000179268292682925,372,371,FALSE,0.892735110840123,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"pstA","",0,"Nonessential","SP_RS10620","SPT_2096","SPT_RS10380","SPD_1912","SPD_RS10070"
"SP_1607",88,11,1205.20609651633,0.0237880712608991,1361,"TIGR4",0.225856104987845,636,371,TRUE,0.488208536615413,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","Putative UDP-glucose 4-epimerase",7,"Evolvable.Essential","SP_RS07925","SPT_1547","SPT_RS07685","SPD_1432","SPD_RS07545"
"SP_1867",89,11,1205.20609651633,0.0237880712608991,1969,"TIGR4",0.0209401167829219,371,371,FALSE,0.517143794535947,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"galE","UDP-glucose 4-epimerase",0,"Nonessential","SP_RS09260","n.p.","n.p","SPD_1648","SPD_RS08715"
"SP_1828",90,11,1205.20609651633,0.0237880712608991,1361,"TIGR4",0.225856104987845,636,371,FALSE,0.932175482594863,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"galE2","UDP-glucose 4-epimerase",7,"Evolvable.Essential","SP_RS09070","SPT_1748","SPT_RS08710","SPD_1612","SPD_RS08520"
"SP_1020",93,13,0,0.000323740262379685,3003,"TIGR4",0.0017332740641742,372,371,TRUE,0.359944487517183,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"prfA","peptide chain release factor 1",15,"Essential","SP_RS05065","SPT_1072","SPT_RS05305","SPD_0906","SPD_RS04830"
"SP_0439",94,13,0,0.000323740262379685,3324,"TIGR4",0.0043499463409708,372,371,FALSE,0.389072939416395,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"prfC","peptide chain release factor 3",0,"Nonessential","SP_RS02165","SPT_0476","SPT_RS02385","SPD_0399","SPD_RS02125"
"SP_0755",95,13,0,0.000323740262379662,3721,"TIGR4",0.00347648462817545,372,371,TRUE,0.455144575977011,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"prfB","peptide chain release factor 2;",15,"Essential","n.p","SPT_0769","SPT_RS03830","SPD_0658","SPD_RS03505"
"SP_0758",96,114,4194.03207303604,0.967708441575003,707,"TIGR4",0.0029759764442053,371,370,FALSE,1.26105866364111,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"exp5","PTS system component",0,"Nonessential","SP_RS03710","SPT_0772","SPT_RS03845","SPD_0661","SPD_RS03520"
"SP_1176",97,117,2645.78303096363,0.968714955305274,453,"TIGR4",0.000771871859743684,372,371,FALSE,0.324324254151828,"Intracellular","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,""," Phosphoenolpyruvate-protein phosphotransferase (EC 2.7.3.9) (Phosphotransferase system, enzyme I)",15,"Essential","SP_RS05795","SPT_1047","SPT_RS05175","SPD_1039","SPD_RS05525"
"SP_1684",98,113,1807.63911944458,0.967525475684665,3379,"TIGR4",0.00492063349867193,371,370,FALSE,1.97100997974844,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"","Hypothetical Protein",0,"Nonessential","SP_RS08320","SPT_1622","SPT_RS08070","SPD_1496","SPD_RS07895"
"SP_0406",99,1,0,0,2986,"TIGR4",0.00500321070375081,372,371,FALSE,0.430010779398363,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"","MutS2 family protein",0,"Nonessential","SP_RS02015","SPT_0444","SPT_RS02240","SPD_0371","SPD_RS01990"
"SP_0173",100,1,0,0,3079,"TIGR4",0.00160815638308999,371,370,FALSE,1.03742566666095,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"mutL","DNA mismatch repair protein MutL",0,"Nonessential","SP_RS00865","SPT_0211","SPT_RS01070","SPD_0165","SPD_RS00900"
"SP_1087",101,12,0,9.96192543723841e-11,788,"TIGR4",0.00547113975098231,372,371,FALSE,0.501149494625796,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Replication",NA,NA,1,"pcrA"," ATP-dependent DNA helicase PcrA",14,"Evolvable.Essential","SP_RS05385","SPT_1133","SPT_RS05610","SPD_0973","SPD_RS05190"
"SP_1206",102,12,0,9.96192458869837e-11,37,"TIGR4",0.00908082595870207,372,371,FALSE,0.707934413324011,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"XseB","Exodeoxyribonuclease VII, small subunit",2,"Evolvable.Essential","SP_RS05925","SPT_1020","SPT_RS05035","SPD_1066","SPD_RS05655"
"SP_0750",103,15,256.366442857196,0.0061309580201539,2737,"TIGR4",0.00286113163708678,372,371,FALSE,3.2656151715194,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Amino acid metabolism",NA,2,"livH","branched-chain amino acid ABC transporter, permease protein",0,"Nonessential","SP_RS03670","SPT_0764","SPT_RS03805","SPD_0653","SPD_RS03480"
"SP_0751",104,15,256.366442857196,0.00613095802015389,541,"TIGR4",0.002038608866859,372,371,FALSE,1.80188361467115,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Amino acid metabolism",NA,2,"livM","Branched-chain amino acid transport system permease protein LivM",0,"Nonessential","SP_RS03675","SPT_0765","SPT_RS03810","SPD_0654","SPD_RS03485"
"SP_0753",105,15,256.366442857196,0.0061309580201539,279,"TIGR4",0.00360711914846338,372,371,FALSE,1.76586825959025,"Intracellular","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Amino acid metabolism",NA,2,"livF","Branched-chain amino acid ABC transporter, ATP-binding protein",0,"Nonessential","SP_RS03685","SPT_0767","SPT_RS03820","SPD_0656","SPD_RS03495"
"SP_0752",106,15,256.366442857196,0.00613095802015389,316,"TIGR4",0.0029262921692152,372,371,FALSE,2.04835312838606,"Intracellular","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Amino acid metabolism",NA,2,"livG","branched-chain amino acid ABC transporter ATP-binding protein",0,"Nonessential","SP_RS03680","SPT_0766","SPT_RS03815","SPD_0655","SPD_RS03490"
"SP_0480",107,3,0,0,2287,"TIGR4",0.00345967252589218,372,371,FALSE,0.407041868650315,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"trkA","potassium transporter peripheral membrane protein, sapG",0,"Nonessential","SP_RS02370","SPT_0521","SPT_RS02595","SPD_0430","SPD_RS02290"
"SP_0078",108,3,0,0,1405,"TIGR4",0.0022327016650569,372,371,FALSE,0.439213713371373,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"TrkG","Trk family potassium uptake protein",0,"Nonessential","SP_RS00405","SPT_0111","SPT_RS00560","SPD_0076","SPD_RS00405"
"SP_0479",109,3,0,0,1551,"TIGR4",0.00415624620501702,371,371,FALSE,0.53439906308664,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,""," Trk family potassium uptake protein",0,"Nonessential","SP_RS02365","SPT_0520","SPT_RS02590","SPD_0429","SPD_RS02285"
"SP_0079",110,3,0,0,1888,"TIGR4",0.00324761551150991,372,371,FALSE,1.38962153707536,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"TrkA","Trk family potassium uptake protein",0,"Nonessential","SP_RS00410","SPT_0112","SPT_RS00565","SPD_0077","SPD_RS00410"
"SP_1812",111,18,1323.07511755242,0.00972228411640214,2734,"TIGR4",0.00566703539264812,372,371,FALSE,0.729198602873033,"Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"trpB","tryptophan synthase subunit beta",0,"Nonessential","SP_RS08995","SPT_1735","SPT_RS08635","SPD_1597","SPD_RS08445"
"SP_1811",112,18,1323.07511755242,0.00972228411640212,1879,"TIGR4",0.0117978116544022,372,371,FALSE,0.818012047546897,"Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"trpA","tryptophan synthase subunit alpha",0,"Nonessential","SP_RS08990","SPT_1734","SPT_RS08630","SPD_1596","SPD_RS08440"
"SP_1940",113,15,511.507692307693,1.09127162715366e-10,2984,"TIGR4",0.00267769041615051,372,371,TRUE,0.434140449605183,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"recA","recombinase A",15,"Essential","SP_RS09750","SPT_1898","SPT_RS09430","SPD_1739","SPD_RS09200"
"SP_0036",114,7,0.307692307692308,3.47561203115262e-11,2334,"TIGR4",0.00686180907796286,372,371,FALSE,0.45333038276898,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"recO","DNA repair protein RecO",14,"Evolvable.Essential","SP_RS00220","SPT_0074","SPT_RS00375","SPD_0042","SPD_RS00220"
"SP_1672",115,7,0.307692307692308,3.47561109186205e-11,1571,"TIGR4",0.00144952851539678,372,371,FALSE,0.400561201083218,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"RecR","Recombination protein RecR",14,"Evolvable.Essential","SP_RS08260","SPT_1611","SPT_RS08010","SPD_1485","SPD_RS07835"
"SP_2227",116,7,0.307692307692308,3.47561215566194e-11,2927,"TIGR4",0.00511793943582045,372,371,FALSE,0.609816929427389,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"recF","Recombinational DNA repair ATPase RecF",9,"Evolvable.Essential","SP_RS11370","SPT_2245","SPT_RS11105","SPD_2054","SPD_RS10775"
"SP_0148",117,6,5.04163755719314,0.00442390521047873,806,"TIGR4",0.241980874966132,806,371,FALSE,1.2703636867765,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","ABC transporter, substrate-binding protein",0,"Nonessential","SP_RS00765","SPT_0195","SPT_RS00995","SPD_0150","SPD_RS00830"
"SP_0620",118,6,5.04163755719314,0.00442390521047872,806,"TIGR4",0.241980874966132,806,371,FALSE,3.5733171328255,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Amino acid metabolism",NA,2,"tcyK","putative amino acid ABC transporter, amino acid-binding protein",0,"Nonessential","SP_RS03045","SPT_0645","SPT_RS03215","SPD_0540","SPD_RS02895"
"SP_1888",122,43,0,0.0770511737576654,1495,"TIGR4",0.00520673619906654,372,371,FALSE,0.742953132883273,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"amiE","Oligopeptide transport ATP-binding protein AmiE",0,"Nonessential","SP_RS09380","SPT_1810","SPT_RS09015","SPD_1668","SPD_RS08825"
"SP_1527",123,43,0,0.0770511737576653,3408,"TIGR4",0.259823574988216,1115,371,FALSE,1.88802780171593,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"AliB","Oligopeptide ABC transporter, oligopeptide-binding protein",0,"Nonessential","SP_RS07525","SPT_1813","SPT_RS09030","SPD_1357","SPD_RS07140"
"SP_1649",124,2,0,0,498,"TIGR4",0.000401169590643277,372,371,FALSE,3.98789903102357,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Cofactor and vitamin metabolism",NA,2,"PsaC","Manganese ABC transporter, premease component",6,"Evolvable.Essential","SP_RS08140","SPT_1589","SPT_RS07890","SPD_1462","SPD_RS07715"
"SP_1648",125,2,0,0,3143,"TIGR4",0.00114201474201475,372,371,FALSE,4.35050392179824,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Cofactor and vitamin metabolism",NA,2,"PsaB","Manganese ABC transporter, ATP-binding component",6,"Evolvable.Essential","SP_RS08135","SPT_1588","SPT_RS07885","SPD_1461","SPD_RS07710"
"SP_0245",126,66,348.967027449389,0.573203923487407,1173,"TIGR4",0.000478784357397642,371,371,FALSE,1.1893479626667,"Intracellular","METABOLISM","METABOLISM",NA,"Carbohydrate metabolism","Energy metabolism",NA,2,"","Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)",0,"Nonessential","SP_RS01190","SPT_0293","SPT_RS01475","SPD_0229","SPD_RS01230"
"SP_0459",127,72,1263.65361928627,0.596261096442727,2828,"TIGR4",0.000623113789428253,372,371,FALSE,1.09140934956369,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","formate acetyltransferase",0,"Nonessential","SP_RS02265","SPT_0498","SPT_RS02485","SPD_0420","SPD_RS02225"
"SP_1861",128,3,1.45919514862638,8.94705411301119e-05,3288,"TIGR4",0.00732597323067274,372,371,FALSE,0.537716689419756,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"proV","Choline transporter",0,"Nonessential","SP_RS09235","SPT_1779","SPT_RS08860","SPD_1643","SPD_RS08690"
"SP_1860",129,3,1.45919514862638,8.94705411301084e-05,193,"TIGR4",0.0114381045996169,372,371,FALSE,0.415914070819587,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"proWX","Choline transporter",0,"Nonessential","SP_RS09230","SPT_1778","SPT_RS08855","SPD_1642","SPD_RS08685"
"SP_0290",130,30,1157.46342948901,0.0298628722249174,3259,"TIGR4",0.012865194015413,372,371,TRUE,0.427645863993847,"Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"","Dihydrofolate synthase (EC 6.3.2.12) ",15,"Essential","SP_RS01425","SPT_0336","SPT_RS01700","SPD_0270","SPD_RS01445"
"SP_0197",131,30,1157.46342948901,0.0298628722249174,2321,"TIGR4",0.0240243194368981,372,371,FALSE,0.593070824521126,"Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"","Dihydrofolate synthase (EC 6.3.2.12)",0,"Nonessential","SP_RS00955","SPT_0245","SPT_RS01235","SPD_0183","SPD_RS00990"
"SP_1122",132,6,84.1796844566308,0.000512468650603478,1575,"TIGR4",0.00180383252713757,372,371,FALSE,3.20658760672655,"Cell Wall","METABOLISM","METABOLISM",NA,"Cell wall metabolism","Carbohydrate metabolism",NA,2,"glgC","",0,"Nonessential","SP_RS05555","SPT_1167","SPT_RS05780","SPD_1006","SPD_RS05365"
"SP_1123",133,6,84.1796844566308,0.000512468650603474,1955,"TIGR4",0.00593849220070291,372,371,FALSE,3.06168377895842,"Cell Wall","METABOLISM","METABOLISM",NA,"Cell wall metabolism","Carbohydrate metabolism",NA,2,"glgD","",0,"Nonessential","SP_RS05560","SPT_1168","SPT_RS05785","SPD_1007","SPD_RS05370"
"SP_2163",134,97,100.098983195225,0.883413549684906,2455,"TIGR4",0.000607142857142867,232,232,FALSE,1.36789226425347,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","PTS system, mannose-specific IIB component",0,"Nonessential","SP_RS11035","SPT_2176","SPT_RS10775","SPD_1991","SPD_RS10460"
"SP_0062",135,97,100.098983195225,0.883413549684906,1254,"TIGR4",0.000152280237937873,372,371,FALSE,2.06300336422291,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"ManY","PTS system transporter subunit IIC",0,"Nonessential","SP_RS00345","SPT_0099","SPT_RS00505","SPD_0067","SPD_RS00355"
"SP_1389",139,4,0,7.83009777205267e-09,239,"TIGR4",0.00298063981496226,372,371,FALSE,0.29957804534646,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"PotA","Putative spermidine/putrescine import ATP-binding protein",1,"Evolvable.Essential","SP_RS06810","SPT_0886","SPT_RS04390","SPD_1221","SPD_RS06445"
"SP_1386",140,4,0,7.83009777124017e-09,3775,"TIGR4",0.00834163077901614,372,371,FALSE,0.586368704466898,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"PotD","Putative spermidine/putrescine import ABC transporter, substrate-binding protein",1,"Evolvable.Essential","SP_RS06795","SPT_0889","SPT_RS04405","SPD_1218","SPD_RS06430"
"SP_1817",141,77,7300.40834247638,0.547527398313108,3349,"TIGR4",0.0136458631450854,372,371,FALSE,1.07380033201687,"Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"trpE","anthranilate synthase component I",0,"Nonessential","SP_RS09020","SPT_1740","SPT_RS08660","SPD_1602","SPD_RS08470"
"SP_1816",142,103,16776.2027956869,0.563934224557756,48,"TIGR4",0.0105357804747566,372,371,FALSE,0.853460053109243,"Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"trpG","anthranilate synthase component II",0,"Nonessential","SP_RS09015","SPT_1739","SPT_RS08655","SPD_1601","SPD_RS08465"
"SP_0352",143,67,2610.39774939365,0.511614799093807,1745,"TIGR4",0.000159578202894114,26,26,FALSE,1.17768536531467,"Capsule","METABOLISM",NA,NA,"Capsule metabolism",NA,NA,1,"cps4G","capsular polysaccharide biosynthesis protein Cps4G",2,"Evolvable.Essential","SP_RS01720","n.p.","n.p","n.p.","n.p"
"SP_0353",144,67,2610.39774939365,0.511614799093807,2361,"TIGR4",0,26,26,FALSE,0.826684763706447,"Capsule","METABOLISM",NA,NA,"Capsule metabolism",NA,NA,1,"cps4H","capsular polysaccharide biosynthesis protein Cps4H",2,"Evolvable.Essential","SP_RS01725","n.p.","n.p","n.p.","n.p"
"SP_0718",145,4,1,0,3351,"TIGR4",0.0102290680192541,372,371,FALSE,0.699886786906234,"Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"thiE-1","thiamine-phosphate pyrophosphorylase",0,"Nonessential","SP_RS03515","SPT_0734","SPT_RS03660","SPD_0624","SPD_RS03335"
"SP_0725",146,4,1,0,1267,"TIGR4",0.00705159515324682,372,371,FALSE,0.98913465472241,"Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"thiE-2","thiamine-phosphate pyrophosphorylase",0,"Nonessential","SP_RS03550","SPT_0741","SPT_RS03695","SPD_0631","SPD_RS03370"
"SP_1650",147,2,0,0,1500,"TIGR4",0.00102381852551984,373,371,FALSE,2.64737141963692,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Cofactor and vitamin metabolism",NA,2,"PsaA","Manganese ABC transporter, Mn-binding componnent",6,"Evolvable.Essential","SP_RS08145","SPT_1590","SPT_RS07895","SPD_1463","SPD_RS07720"
"SP_1192",148,5,9.11858114987742,0.00104167328794506,1164,"TIGR4",0.00686283821520191,372,371,FALSE,4.29279755453025,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"lacB","",0,"Nonessential","SP_RS05860","SPT_1034","SPT_RS05110","SPD_1052","SPD_RS05585"
"SP_1193",149,5,9.11858114987742,0.00104167328794506,1938,"TIGR4",0.00186144383762536,372,371,FALSE,3.3823823759236,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"lacA","",0,"Nonessential","SP_RS05865","SPT_1033","SPT_RS05105","SPD_1053","SPD_RS05590"
"SP_1961",150,7,0,6.4669467573279e-06,3110,"TIGR4",0.000734122866571911,371,370,FALSE,0.311602529659838,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"rpoB","DNA-directed RNA polymerase beta subunit",15,"Essential","SP_RS09855","SPT_1938","SPT_RS09625","SPD_1759","SPD_RS09300"
"SP_1960",151,7,0,6.46694675732485e-06,695,"TIGR4",0.000861818361291832,372,371,FALSE,0.410350762878794,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"rpoC","DNA-directed RNA polymerase beta' subunit",15,"Essential","SP_RS09850","SPT_1937","SPT_RS09620","SPD_1758","SPD_RS09295"
"SP_1737",152,7,0,6.46694675732909e-06,3177,"TIGR4",0.000307450980392156,372,371,FALSE,0.376929807068473,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"rpoZ","DNA-directed RNA polymerase subunit omega",5,"Evolvable.Essential","SP_RS08595","SPT_1675","SPT_RS08335","SPD_1547","SPD_RS08170"
"SP_1855",153,11,789.176971027901,0.00100321050624581,1246,"TIGR4",0.00394138173252778,370,369,FALSE,0.862008842385511,"Intracellular","METABOLISM",NA,NA,"Energy metabolism",NA,NA,1,"","zinc-containing alcohol dehydrogenase",0,"Nonessential","SP_RS09205","SPT_1772","SPT_RS08830","SPD_1636","SPD_RS08645"
"SP_0476",154,105,372.878367350893,0.948151867420117,2062,"TIGR4",0.242115876464998,563,371,FALSE,2.09665082811237,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"","",0,"Nonessential","SP_RS02350","SPT_0517","SPT_RS02575","SPD_0426","SPD_RS02270"
"SP_0478",155,105,372.878367350893,0.948151867420118,1198,"TIGR4",0.336609141396541,792,371,FALSE,1.25795393203687,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"","PTS system lactose-specific transporter subunit IIBC",0,"Nonessential","SP_RS02360","SPT_0519","SPT_RS02585","SPD_0428","SPD_RS02280"
"SP_1185",156,105,372.878367350893,0.948151867420118,1198,"TIGR4",0.336609141396541,792,371,FALSE,1.19659075755431,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,""," PTS system lactose-specific transporter subunit IIBC",0,"Nonessential","SP_RS05830","SPT_1039","SPT_RS05135","SPD_1047","SPD_RS05560"
"SP_1186",157,105,372.878367350893,0.948151867420118,2062,"TIGR4",0.242115876464998,563,371,FALSE,3.14577189525312,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"","PTS system lactose-specific transporter subunit IIA",0,"Nonessential","SP_RS05835","SPT_1038","SPT_RS05130","SPD_1048","SPD_RS05565"
"SP_1191",158,4,17.9366787879946,0.00033274612259496,2070,"TIGR4",0.00724557828411647,375,371,FALSE,4.52554510593229,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"lacC","",0,"Nonessential","SP_RS05855","SPT_1035","SPT_RS05115","SPD_1051","SPD_RS05580"
"SP_0896",159,19,923.362054243675,0.0061910404578915,2766,"TIGR4",0.00352882077515155,372,371,TRUE,0.420781495019351,"Intracellular","METABOLISM","METABOLISM",NA,"Carbohydrate metabolism","Energy metabolism",NA,2,"pfk","6-phosphofructokinase",15,"Essential","SP_RS04420","SPT_1303","SPT_RS06475","SPD_0789","SPD_RS04180"
"SP_0855",160,20,0,8.43528314350544e-10,2655,"TIGR4",0.00325921060538359,372,371,TRUE,0.704457250177229,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Replication",NA,NA,1,"parC","DNA topoisomerase IV, A subunit, Gram-positive",15,"Essential","SP_RS04190","SPT_1349","SPT_RS06705","SPD_0748","SPD_RS03965"
"SP_0852",161,20,0,8.43528333544923e-10,494,"TIGR4",0.230586824792872,744,371,TRUE,0.951692811305747,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Replication",NA,NA,1,"parE","DNA topoisomerase IV, B subunit, Gram-positive",15,"Essential","SP_RS04180","SPT_1351","SPT_RS06715","SPD_0746","SPD_RS03955"
"SP_0310",162,99,239.527055339483,0.894516546773895,2512,"TIGR4",0.0034203320645792,259,258,FALSE,4.46920309494621,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"celD","cellobiose phosphotransferase system IIC component",0,"Nonessential","SP_RS01510","SPT_0360","SPT_RS01825","SPD_0283","SPD_RS01515"
"SP_0249",163,99,239.527055339483,0.894516546773894,3381,"TIGR4",0.0071915733254369,371,371,FALSE,1.14774190984668,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"CelA","PTS system transporter subunit IIB",0,"Nonessential","SP_RS01210","SPT_0297","SPT_RS01495","SPD_0233","SPD_RS01250"
"SP_2024",164,99,239.527055339483,0.894516546773895,3577,"TIGR4",0.00184059920318725,371,371,FALSE,1.83254771348666,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"celC","PTS system, cellobiose-specific IIA component",0,"Nonessential","SP_RS10240","SPT_2020","SPT_RS10005","SPD_1833","SPD_RS09685"
"SP_2022",165,99,239.527055339483,0.894516546773894,172,"TIGR4",0.00278951475909197,371,371,FALSE,2.92659745660467,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"celB","PTS system, cellobiose-specific IIC component",0,"Nonessential","SP_RS10230","SPT_2018","SPT_RS09995","SPD_1831","SPD_RS09675"
"SP_0248",166,99,239.527055339483,0.894516546773895,3599,"TIGR4",0.00201348314606742,371,371,FALSE,1.43507777419799,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"CelC","PTS system transporter subunit IIA",0,"Nonessential","SP_RS01205","SPT_0296","SPT_RS01490","SPD_0232","SPD_RS01245"
