Pos size,Gene,2394 - mean - Gluc,2394 - var - Gluc,2394 - sd - Gluc,2394 - se - Gluc,2394 - Total - Gluc,2394 - Blank - Gluc,2394 - Not Blank - Gluc,2394 - Blank Removed - Gluc,mean.2394.PennG,2394 - var - PennG,2394 - sd - PennG,2394 - se - PennG,2394 - Total - PennG,2394 - Blank - PennG,2394 - Not Blank - PennG,2394 - Blank Removed - PennG,Value,Df,TDIST,p-value,Significance,Common Name,TIMS-CATEGORY,What to do/What they are,gene,M,locus,Sig
1010,SP_0384,,,,,,,,,,,,,,,,,,,,,,FMN-dependent dehydrogenase family protein,VARIOUS METABOLISM AND BIOSYNTHESIS,ESSENTIAL,,,SP_0384,FALSE
698,SP_0385,,,,,,,,,,,,,,,,,,,,,,conserved hypothetical protein,UNKNOWN,ESSENTIAL,,,SP_0385,FALSE
995,SP_0386,0.5,0,0.05,0.03,2,0,2,0,0,0,,,2,2,0,0,0.5,2,14.712,0.00459,,putative sensor histidine kinase,REGULATOR,VIVO,,,SP_0386,FALSE
632,SP_0387,,,,,,,,,,,,,,,,,,,,,,DNA-binding response regulator,REGULATOR,NO-PHENOTYPE,,,SP_0387,FALSE
665,SP_0388,1.01,0.02,0.15,0.03,19,0,19,0,1.05,0.03,0.17,0.04,18,0,18,0,-0.04,35,0.856,0.39785,,conserved hypothetical protein,UNKNOWN,VIVO,,,SP_0388,FALSE
239,SP_0389,1.05,0,0.03,0.01,7,0,7,0,1.03,0.01,0.08,0.03,7,0,7,0,0.03,12,0.751,0.46715,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0389,FALSE
857,SP_0390,1,0.01,0.09,0.01,37,0,37,0,0.99,0.05,0.22,0.04,36,0,36,0,0.02,71,0.42,0.67592,,choline binding protein G,VARIOUS,NO-PHENOTYPE,,,SP_0390,FALSE
1022,SP_0391,1.03,0.01,0.09,0.01,53,0,53,0,0.91,0.04,0.21,0.03,51,0,51,0,0.12,102,3.714,0.00033,,choline binding protein F,VARIOUS,PHENOTYPED,,,SP_0391,FALSE
831,SP_0392,0.97,0,0.06,0.02,6,0,6,0,0.81,0.02,0.14,0.06,6,0,6,0,0.17,10,2.645,0.02454,,"IS3-Spn1, transposase, degenerate",,REMOVE,,M,SP_0392,FALSE
509,SP_0393,,,,,,,,,,,,,,,,,,,,,,"IS3-Spn1, hypothetical protein, authentic point mutation",,REMOVE,,,SP_0393,FALSE
1769,SP_0394,1,0.01,0.08,0.01,87,0,87,0,0.97,0.01,0.1,0.01,85,1,84,0,0.02,170,1.541,0.12524,,"PTS system, mannitol-specific IIBC components",TRANSPORT,PHENOTYPED,,,SP_0394,FALSE
1955,SP_0395,1.01,0.01,0.07,0.01,171,0,171,0,1.01,0.01,0.09,0.01,170,0,170,0,0,339,0.25,0.80278,,putative transcriptional regulator,REGULATOR,PHENOTYPED,,,SP_0395,FALSE
437,SP_0396,1.04,0.01,0.08,0.02,24,0,24,0,1.04,0.01,0.11,0.02,23,0,23,0,0,45,0.115,0.90898,,"PTS system, mannitol-specific IIA component",TRANSPORT,NO-PHENOTYPE,,,SP_0396,FALSE
1136,SP_0397,1,0,0.07,0.01,76,0,76,0,1.03,0.01,0.08,0.01,76,0,76,0,-0.03,150,2.542,0.01205,,mannitol-1-phosphate 5-dehydrogenase,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,,,SP_0397,FALSE
158,SP_0398,0.97,0,0.06,0.02,9,0,9,0,1.02,0,0.03,0.01,9,0,9,0,-0.05,16,2.337,0.03278,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0398,FALSE
158,SP_0399,1.02,0,0.02,0.01,2,0,2,0,0.98,0,0.04,0.03,2,0,2,0,0.04,2,1.437,0.28725,,"glutamine ABC transporter, ATP-binding protein, truncation",TRANSPORT,VIVO,,,SP_0399,FALSE
1283,SP_0400,0.97,0.01,0.08,0.02,14,0,14,0,1.08,0,0.05,0.01,14,0,14,0,-0.11,26,4.514,0.00012,,trigger factor,TRANSCRIPTION AND TRANSLATION,PHENOTYPED,tig,,SP_0400,FALSE
2366,SP_0401,0.99,0.01,0.08,0.01,47,0,47,0,1,0.01,0.11,0.02,46,0,46,0,0,91,0.227,0.82126,,putative helicase,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,,,SP_0401,FALSE
614,SP_0402,,,,,,,,,,,,,,,,,,,,,,signal peptidase I,TRANSPORT,ESSENTIAL,,,SP_0402,FALSE
881,SP_0403,1.01,0.02,0.14,0.1,2,0,2,0,1.05,0.03,0.18,0.13,2,0,2,0,-0.04,2,0.258,0.82032,,ribonuclease HIII,"DNA REPLICATION, REPAIR AND RECOMBINATION",CORE,,,SP_0403,FALSE
311,SP_0404,1.03,0.01,0.08,0.03,5,0,5,0,1.06,0,0.04,0.02,5,0,5,0,-0.03,8,0.872,0.40857,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0404,FALSE
548,SP_0405,0.99,0.01,0.09,0.02,19,0,19,0,1.12,0.01,0.11,0.03,19,0,19,0,-0.13,36,3.922,0.00038,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0405,FALSE
2336,SP_0406,0.99,0.01,0.1,0.01,46,0,46,0,1.03,0.03,0.17,0.03,46,0,46,0,-0.05,90,1.598,0.11356,,MutS2 family protein,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,,,SP_0406,FALSE
101,SP_0407,,,,,,,,,,,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0407,FALSE
1322,SP_0408,0.95,0.01,0.09,0.02,31,0,31,0,0.99,0,0.07,0.01,31,0,31,0,-0.04,60,1.849,0.06932,,sodium:alanine symporter family protein,TRANSPORT,PHENOTYPED,,,SP_0408,FALSE
548,SP_0409,1.08,0.01,0.08,0.02,12,0,12,0,1.06,0.01,0.07,0.02,11,0,11,0,0.02,21,0.707,0.48743,,conserved hypothetical protein,UNKNOWN,VIVO,,,SP_0409,FALSE
899,SP_0410,1.06,0.01,0.11,0.04,8,0,8,0,1.02,0,0.04,0.01,8,0,8,0,0.03,14,0.78,0.44849,,putative exfoliative toxin,TRANSPORT,VIVO,,,SP_0410,FALSE
1274,SP_0411,,,,,,,,,,,,,,,,,,,,,,seryl-tRNA synthetase,AMINO ACID METABOLSIM,ESSENTIAL,,,SP_0411,FALSE
371,SP_0412,0.98,0,0.02,0.02,2,0,2,0,1.01,0.01,0.08,0.05,2,0,2,0,-0.03,2,0.495,0.66979,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0412,FALSE
1364,SP_0413,0.94,0.01,0.08,0.01,28,0,28,0,0.8,0.03,0.16,0.03,28,1,27,0,0.14,54,4.195,0.0001,,aspartate kinase,AMINO ACID METABOLSIM,PHENOTYPED,,,SP_0413,FALSE
104,SP_0414,,,,,,,,,,,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0414,FALSE
785,SP_0415,,,,,,,,,,,,,,,,,,,,,,enoyl-CoA hydratase/isomerase family protein,AMINO ACID METABOLSIM,ESSENTIAL,,,SP_0415,FALSE
434,SP_0416,,,,,,,,,0.99,0,0,0,2,0,2,0,,,,,,"transcriptional regulator, MarR family",REGULATOR,CORE,,,SP_0416,FALSE
974,SP_0417,,,,,,,,,,,,,,,,,,,,,,3-oxoacyl-(acyl-carrier-protein) synthase III,CELL WALL METABOLISM,ESSENTIAL,,,SP_0417,FALSE
224,SP_0418,,,,,,,,,,,,,,,,,,,,,,acyl carrier protein,CELL WALL METABOLISM,ESSENTIAL,acpP,,SP_0418,FALSE
974,SP_0419,,,,,,,,,,,,,,,,,,,,,,enoyl-(acyl-carrier-protein) reductase,CELL WALL METABOLISM,ESSENTIAL,,,SP_0419,FALSE
920,SP_0420,,,,,,,,,,,,,,,,,,,,,,malonyl CoA-acyl carrier protein transacylase,CELL WALL METABOLISM,ESSENTIAL,,,SP_0420,FALSE
731,SP_0421,,,,,,,,,,,,,,,,,,,,,,3-oxoacyl-[acyl-carrier protein] reductase,CELL WALL METABOLISM,ESSENTIAL,fabG,,SP_0421,FALSE
1235,SP_0422,,,,,,,,,,,,,,,,,,,,,,3-oxoacyl-(acyl-carrier-protein) synthase II,CELL WALL METABOLISM,ESSENTIAL,,,SP_0422,FALSE
485,SP_0423,,,,,,,,,,,,,,,,,,,,,,"acetyl-CoA carboxylase, bitoin carboxyl carrier protein",CARBOHYDRATE METABOLISM,ESSENTIAL,,,SP_0423,FALSE
422,SP_0424,,,,,,,,,,,,,,,,,,,,,,(3R)-hydroxymyristoyl-(acyl-carrier-protein) dehydratase,CELL WALL METABOLISM,ESSENTIAL,fabZ,,SP_0424,FALSE
1367,SP_0425,,,,,,,,,,,,,,,,,,,,,,"acetyl-CoA carboxylase, biotin carboxylase",CARBOHYDRATE METABOLISM,NO-PHENOTYPE,,,SP_0425,FALSE
866,SP_0426,,,,,,,,,,,,,,,,,,,,,,"acetyl-CoA carboxylase, carboxyl transferase, beta subunit",CARBOHYDRATE METABOLISM,ESSENTIAL,,,SP_0426,FALSE
767,SP_0427,,,,,,,,,,,,,,,,,,,,,,"acetyl-CoA carboxylase, carboxyl transferase, alpha subunit",CARBOHYDRATE METABOLISM,ESSENTIAL,,,SP_0427,FALSE
107,SP_0428,,,,,,,,,,,,,,,,,,,,,,hypothetical protein,UNKNOWN,VIVO,,,SP_0428,FALSE
185,SP_0429,1,0,0.05,0.02,8,0,8,0,1.04,0,0.05,0.02,10,0,10,0,-0.04,16,1.929,0.07169,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0429,FALSE
518,SP_0430,1,0.01,0.1,0.03,10,0,10,0,0.99,0.01,0.07,0.02,10,0,10,0,0.01,18,0.36,0.72306,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0430,FALSE
236,SP_0431,1,0,0.06,0.02,7,0,7,0,1.03,0,0.05,0.02,7,0,7,0,-0.02,12,0.748,0.46869,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,,,SP_0431,FALSE
1306,SP_0432,,,,,,,,M,,,,,,,,M,,,,,,"IS1167, transposase, interruption",,REMOVE,,,SP_0432,FALSE
422,SP_0433,,,,,,,,,,,,,,,,,,,,,,N utilization substance protein B,"DNA REPLICATION, REPAIR AND RECOMBINATION",LIKELYESSENTIAL,nusB,,SP_0433,FALSE
389,SP_0434,0.67,0,0,0,1,0,1,0,0.78,0,0,0,1,0,1,0,,,,,,conserved hypothetical protein,TRANSCRIPTION AND TRANSLATION,LIKELYESSENTIAL,,,SP_0434,FALSE
560,SP_0435,0.84,0.02,0.14,0.1,2,0,2,0,0.93,0.03,0.17,0.12,2,0,2,0,-0.09,2,0.557,0.63345,,translation elongation factor P,TRANSCRIPTION AND TRANSLATION,CORE,,,SP_0435,FALSE
1442,SP_0436,,,,,,,,,,,,,,,,,,,,,,"glutamyl-tRNA(Gln) amidotransferase, B subunit",AMINO ACID METABOLSIM,ESSENTIAL,gatB,,SP_0436,FALSE
1466,SP_0437,,,,,,,,,,,,,,,,,,,,,,"glutamyl-tRNA(Gln) amidotransferase, A subunit",AMINO ACID METABOLSIM,ESSENTIAL,gatA,,SP_0437,FALSE
302,SP_0438,,,,,,,,,,,,,,,,,,,,,,"glutamyl-tRNA(Gln) amidotransferase, C subunit",AMINO ACID METABOLSIM,ESSENTIAL,gatC,,SP_0438,FALSE
1544,SP_0439,0.94,0.01,0.08,0.01,35,0,35,0,1.01,0.01,0.1,0.02,37,0,37,0,-0.06,70,2.837,0.00596,,peptide chain release factor 3,TRANSCRIPTION AND TRANSLATION,PHENOTYPED,prfC,,SP_0439,FALSE
484,SP_0440,1.01,0.01,0.07,0.01,24,0,24,0,1.07,0.01,0.1,0.02,24,0,24,0,-0.06,46,2.526,0.01504,,"glycosyl transferase, degenerate",,Blanc Out,,,SP_0440,FALSE
1667,SP_0443,,,,,,,,,,,,,,,,,,,,,,conserved hypothetical protein,UNKNOWN,ESSENTIAL,,,SP_0443,FALSE
101,SP_0444,0.94,0,0.05,0.03,2,0,2,0,0.9,0,0.02,0.01,2,0,2,0,0.04,2,1.102,0.38524,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0444,FALSE
1700,SP_0445,1,0.01,0.1,0.01,50,0,50,0,1.01,0.01,0.09,0.01,50,0,50,0,-0.01,98,0.646,0.51963,,"acetolactate synthase, large subunit, biosynthetic type",VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,,,SP_0445,FALSE
476,SP_0446,1.01,0.01,0.09,0.02,25,0,25,0,1.04,0.01,0.1,0.02,25,0,25,0,-0.04,48,1.359,0.18063,,"acetolactate synthase, small subunit",VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,ilvH,,SP_0446,FALSE
1010,SP_0447,1,0.01,0.07,0.01,43,0,43,0,1.07,0.01,0.08,0.01,46,0,46,0,-0.08,87,4.647,0.00001,,ketol-acid reductoisomerase,AMINO ACID METABOLSIM,NO-PHENOTYPE,,,SP_0447,FALSE
266,SP_0448,1.01,0.01,0.11,0.02,33,0,33,0,1.04,0.01,0.09,0.02,32,0,32,0,-0.03,63,1.272,0.20812,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0448,FALSE
356,SP_0449,0.99,0.01,0.09,0.02,22,0,22,0,0.98,0.01,0.11,0.02,22,0,22,0,0.01,42,0.332,0.74186,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0449,FALSE
1250,SP_0450,1.01,0.01,0.07,0.01,63,0,63,0,1.02,0.01,0.09,0.01,63,0,63,0,-0.01,124,0.383,0.70212,,threonine dehydratase,AMINO ACID METABOLSIM,NO-PHENOTYPE,,,SP_0450,FALSE
215,SP_0451,0.78,0,0,0,1,0,1,0,0.98,0.01,0.08,0.05,2,0,2,0,,,,,,hypothetical protein,UNKNOWN,PHENOTYPED,,,SP_0451,FALSE
740,SP_0452,0.99,0.01,0.07,0.03,5,0,5,0,1.02,0.02,0.16,0.07,5,0,5,0,-0.02,8,0.323,0.7547,,"amino acid ABC transporter, ATP-binding protein",TRANSPORT,VIVO,,,SP_0452,FALSE
1565,SP_0453,0.97,0.01,0.09,0.02,34,0,34,0,0.92,0.01,0.12,0.02,34,0,34,0,0.05,66,1.915,0.05987,,"amino acid ABC transporter, amino acid-binding protein/permease protein",TRANSPORT,VIVO,,,SP_0453,FALSE
1892,SP_0454,1,0.01,0.07,0.01,73,0,73,0,1,0.01,0.1,0.01,73,0,73,0,0,144,0.128,0.89851,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0454,FALSE
170,SP_0455,0.96,0,0.04,0.02,7,0,7,0,0.77,0.08,0.28,0.1,7,0,7,0,0.19,12,1.8,0.09703,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0455,FALSE
1124,SP_0456,1.08,0.05,0.21,0.09,6,0,6,0,0.88,0.13,0.36,0.15,6,0,6,0,0.2,10,1.153,0.27563,,"transposase, IS116/IS110/IS902 family, degenerate",,REMOVE,,M,SP_0456,FALSE
1034,SP_0458,1.02,0.01,0.12,0.03,22,0,22,0,1.03,0.01,0.1,0.02,22,0,22,0,-0.01,42,0.315,0.75444,,DNA polymerase IV,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,,,SP_0458,FALSE
2324,SP_0459,1.03,0.01,0.08,0.01,39,0,39,0,1.04,0.01,0.1,0.02,39,0,39,0,-0.01,76,0.411,0.68192,,formate acetyltransferase,CARBOHYDRATE METABOLISM,PHENOTYPED,,,SP_0459,FALSE
1268,SP_0460,1.02,0,0.07,0.01,51,0,51,0,1.01,0.01,0.07,0.01,51,0,51,0,0.01,100,0.378,0.70648,,"IS1167, transposase",,REMOVE,,,SP_0460,FALSE
1529,SP_0461,1.01,0.01,0.08,0.01,78,0,78,0,0.98,0.01,0.1,0.01,78,0,78,0,0.03,154,1.843,0.06719,,putative transcriptional regulator,REGULATOR,NO-PHENOTYPE,,,SP_0461,FALSE
2681,SP_0462,1.01,0.01,0.08,0.01,141,0,141,0,1.04,0.01,0.1,0.01,140,0,140,0,-0.02,279,2.212,0.02781,,cell wall surface anchor family protein,VARIOUS,NO-PHENOTYPE,,,SP_0462,FALSE
1997,SP_0463,1.01,0.01,0.07,0.01,108,0,108,0,0.99,0.01,0.09,0.01,109,0,109,0,0.02,215,1.47,0.14304,,cell wall surface anchor family protein,VARIOUS,NO-PHENOTYPE,,,SP_0463,FALSE
1181,SP_0464,1,0.01,0.09,0.01,44,0,44,0,0.98,0.01,0.08,0.01,44,0,44,0,0.02,86,1.047,0.29822,,cell wall surface anchor family protein,VARIOUS,NO-PHENOTYPE,,,SP_0464,FALSE
131,SP_0465,,,,,,,,,,,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0465,FALSE
839,SP_0466,0.99,0,0.07,0.01,31,0,31,0,0.98,0.01,0.09,0.02,31,0,31,0,0.01,60,0.649,0.51899,,putative sortase,VARIOUS,NO-PHENOTYPE,,,SP_0466,FALSE
785,SP_0467,0.98,0.01,0.09,0.03,10,0,10,0,0.99,0.01,0.11,0.03,11,0,11,0,-0.01,19,0.223,0.82573,,putative sortase,VARIOUS,NO-PHENOTYPE,,,SP_0467,FALSE
851,SP_0468,1.04,0,0.07,0.02,11,0,11,0,0.99,0.01,0.08,0.02,12,0,12,0,0.05,21,1.592,0.12639,,putative sortase,VARIOUS,NO-PHENOTYPE,,,SP_0468,FALSE
1276,SP_0469,,,,,,,,M,,,,,,,,M,,,,,,"IS1167, transposase, interruption",,REMOVE,,,SP_0469,FALSE
149,SP_0470,0.98,0.02,0.13,0.07,3,0,3,0,0.96,0,0.06,0.03,3,0,3,0,0.02,4,0.252,0.81313,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0470,FALSE
284,SP_0471,1.04,0.02,0.14,0.04,13,0,13,0,1.01,0.01,0.11,0.03,13,0,13,0,0.03,24,0.613,0.54563,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0471,FALSE
173,SP_0472,0.98,0,0.04,0.01,11,0,11,0,1.04,0.01,0.08,0.02,11,0,11,0,-0.07,20,2.529,0.01995,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0472,FALSE
1223,SP_0473,0.97,0,0.06,0.01,106,0,106,0,0.91,0.01,0.1,0.01,102,1,101,0,0.06,206,5.364,0,,putative regulator,REGULATOR,PHENOTYPED,,,SP_0473,FALSE
1322,SP_0474,1.01,0.01,0.07,0.01,110,0,110,0,1.06,0.01,0.11,0.01,111,0,111,0,-0.05,219,3.711,0.00026,,"PTS system, cellobiose-specific IIC component",TRANSPORT,NO-PHENOTYPE,,,SP_0474,FALSE
1940,SP_0475,1.01,0.01,0.08,0.01,162,0,162,0,1.03,0.01,0.08,0.01,162,0,162,0,-0.02,322,2.179,0.03005,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0475,FALSE
344,SP_0476,1,0,0.05,0.02,13,0,13,0,1.05,0,0.06,0.02,13,0,13,0,-0.05,24,2.005,0.05641,,"PTS system, lactose-specific IIA component",TRANSPORT,NO-PHENOTYPE,,,SP_0476,FALSE
1412,SP_0477,1.01,0.01,0.09,0.01,137,0,137,0,1.04,0.01,0.09,0.01,137,0,137,0,-0.03,272,2.8,0.00548,,6-phospho-beta-galactosidase,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,,,SP_0477,FALSE
1679,SP_0478,1.01,0.01,0.08,0.01,142,0,142,0,1.05,0.01,0.09,0.01,143,0,143,0,-0.03,283,3.225,0.00141,,"PTS system, lactose-specific IIBC components",TRANSPORT,VIVO,,,SP_0478,FALSE
875,SP_0481,1,0.01,0.11,0.01,67,0,67,0,1,0.01,0.11,0.01,69,0,69,0,0,134,0.057,0.95439,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0481,FALSE
548,SP_0482,1.01,0.01,0.08,0.02,12,0,12,0,0.95,0.01,0.09,0.03,12,0,12,0,0.06,22,1.742,0.09542,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0482,FALSE
1682,SP_0483,1.01,0.01,0.08,0.01,74,0,74,0,1.03,0.01,0.09,0.01,73,0,73,0,-0.02,145,1.612,0.10916,,"ABC transporter, ATP-binding protein",TRANSPORT,VIVO,,,SP_0483,FALSE
830,SP_0484,1.02,0.01,0.08,0.01,58,0,58,0,1.04,0.01,0.09,0.01,58,0,58,0,-0.02,114,1.439,0.1529,,cobalt transport protein,TRANSPORT,NO-PHENOTYPE,,,SP_0484,FALSE
503,SP_0486,1.03,0.01,0.09,0.02,21,0,21,0,1.05,0.01,0.09,0.02,21,0,21,0,-0.02,40,0.748,0.4588,,"RNA methyltransferase, TrmH family",TRANSCRIPTION AND TRANSLATION,NO-PHENOTYPE,,,SP_0486,FALSE
218,SP_0487,1.02,0.01,0.11,0.03,12,0,12,0,1.08,0.01,0.08,0.02,12,0,12,0,-0.06,22,1.495,0.14924,,hypothetical protein,UNKNOWN,VIVO,,,SP_0487,FALSE
563,SP_0488,1.01,0.01,0.09,0.02,22,0,22,0,1.05,0.01,0.11,0.02,23,0,23,0,-0.04,43,1.432,0.15946,,conserved hypothetical protein,UNKNOWN,VIVO,,,SP_0488,FALSE
650,SP_0489,1.02,0.01,0.09,0.02,29,0,29,0,1.06,0.01,0.08,0.02,28,0,28,0,-0.04,55,1.643,0.10609,,PAP2 family protein,UNKNOWN,NO-PHENOTYPE,,,SP_0489,FALSE
389,SP_0490,1.03,0,0.06,0.01,19,0,19,0,1.02,0,0.06,0.01,19,0,19,0,0.02,36,0.936,0.35562,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0490,FALSE
155,SP_0491,1,0,0.06,0.01,17,0,17,0,1.07,0.01,0.1,0.02,17,0,17,0,-0.07,32,2.54,0.01614,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0491,FALSE
323,SP_0492,1,0.01,0.07,0.03,7,0,7,0,1.06,0.01,0.07,0.03,7,0,7,0,-0.06,12,1.652,0.12449,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,,,SP_0492,FALSE
602,SP_0493,,,,,,,,,0.94,0,0,0,1,0,1,0,,,,,,"putative DNA-directed RNA polymerase, delta subunit",NUCLEOTIDE METABOLSIM,ESSENTIAL,,,SP_0493,FALSE
1607,SP_0494,0.99,0.01,0.09,0.02,33,0,33,0,0.99,0.01,0.12,0.02,33,0,33,0,0.01,64,0.234,0.81541,,CTP synthase,NUCLEOTIDE METABOLSIM,PHENOTYPED,,,SP_0494,FALSE
1346,SP_0495,,,,,,,,,,,,,,,,,,,,,,"IS1380-Spn1, transposase",,REMOVE,,,SP_0495,FALSE
1631,SP_0496,1.02,0.01,0.09,0.01,37,0,37,0,1.09,0.01,0.11,0.02,38,0,38,0,-0.07,73,2.938,0.00442,,Na/Pi cotransporter II-related protein,TRANSPORT,PHENOTYPED,,,SP_0496,FALSE
110,SP_0497,0.96,0.01,0.1,0.03,9,0,9,0,0.95,0.01,0.11,0.04,9,0,9,0,0.01,16,0.157,0.87725,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0497,FALSE
4979,SP_0498,1.02,0.01,0.08,0.01,193,0,193,0,1.02,0.01,0.09,0.01,196,0,196,0,0,387,0.157,0.87504,,endo-beta-N-acetylglucosaminidase,VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,,,SP_0498,FALSE
1196,SP_0499,,,,,,,,,,,,,,,,,,,,,,phosphoglycerate kinase,CARBOHYDRATE METABOLISM,ESSENTIAL,pgk,,SP_0499,FALSE
356,SP_0501,0.86,0,0,0,1,0,1,0,0.56,0,0,0,1,0,1,0,,,,,,"transcriptional regulator, MerR family",REGULATOR,PHENOTYPED,,,SP_0501,FALSE
119,SP_0503,1,0.02,0.13,0.08,3,0,3,0,0.92,0.05,0.22,0.13,3,0,3,0,0.08,4,0.541,0.61738,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0503,FALSE
137,SP_0504,1.03,0,0.05,0.02,4,0,4,0,0.98,0,0.05,0.03,4,0,4,0,0.05,6,1.458,0.19504,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0504,FALSE
1280,SP_0505,1.02,0.01,0.08,0.01,61,0,61,0,0.97,0.01,0.11,0.01,60,0,60,0,0.05,119,2.6,0.01051,,"putative type I restriction-modification system, S subunit",VARIOUS,NO-PHENOTYPE,,,SP_0505,FALSE
797,SP_0506,1.03,0,0.07,0.02,17,0,17,0,1.05,0,0.07,0.02,17,0,17,0,-0.02,32,0.955,0.34651,,"integrase/recombinase, phage integrase family",,REMOVE,,,SP_0506,FALSE
539,SP_0507,0.98,0,0.06,0.01,26,0,26,0,1.02,0.01,0.07,0.01,27,0,27,0,-0.04,51,2.282,0.02671,,"putative type I restriction-modification system, S subunit",VARIOUS,PHENOTYPED,,,SP_0507,FALSE
1568,SP_0508,0.99,0.01,0.08,0.01,57,0,57,0,1.03,0.01,0.09,0.01,58,0,58,0,-0.04,113,2.52,0.01313,,"type I restriction-modification system, S subunit",VARIOUS,NO-PHENOTYPE,,,SP_0508,FALSE
1463,SP_0509,0.98,0.01,0.09,0.01,55,0,55,0,1.01,0.02,0.13,0.02,58,0,58,0,-0.03,111,1.387,0.16825,,"type I restriction-modification system, M subunit",VARIOUS,NO-PHENOTYPE,,,SP_0509,FALSE
2333,SP_0510,1,0.01,0.09,0.01,130,0,130,0,1.03,0.01,0.1,0.01,129,0,129,0,-0.03,257,2.721,0.00695,,"type I restriction-modification system, R subunit",VARIOUS,NO-PHENOTYPE,,,SP_0510,FALSE
128,SP_0511,1.01,0.01,0.08,0.06,2,0,2,0,0.97,0,0.05,0.04,2,0,2,0,0.04,2,0.574,0.62392,,hypothetical protein,UNKNOWN,VIVO,,,SP_0511,FALSE
110,SP_0512,0.93,0,0.06,0.02,7,0,7,0,1.02,0,0.04,0.02,7,0,7,0,-0.09,12,3.207,0.00753,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0512,FALSE
191,SP_0513,0.99,0,0.06,0.01,17,0,17,0,0.97,0.01,0.1,0.02,17,0,17,0,0.02,32,0.592,0.55795,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0513,FALSE
347,SP_0514,1.01,0,0.06,0.01,14,0,14,0,1.07,0.01,0.09,0.02,14,0,14,0,-0.06,26,2.012,0.05465,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0514,FALSE
1034,SP_0515,0.76,0,0,0,1,0,1,0,0.46,0,0.04,0.02,3,0,3,0,0.31,2,12.248,0.0066,,heat-inducible transcription repressor HrcA,REGULATOR,CORE,hrcA,,SP_0515,FALSE
524,SP_0516,,,,,,,,,,,,,,,,,,,,,,heat shock protein GrpE,VARIOUS,NO-PHENOTYPE,,,SP_0516,FALSE
1823,SP_0517,,,,,,,,,,,,,,,,,,,,,,dnaK protein,TRANSCRIPTION AND TRANSLATION,LIKELYESSENTIAL,dnaK,,SP_0517,FALSE
146,SP_0518,1.02,0.01,0.09,0.02,21,0,21,0,1.05,0.01,0.07,0.02,21,0,21,0,-0.03,40,0.97,0.3377,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0518,FALSE
1136,SP_0519,,,,,,,,,,,,,,,,,,,,,,dnaJ protein,TRANSCRIPTION AND TRANSLATION,PHENOTYPED,,,SP_0519,FALSE
287,SP_0520,1,0,0.06,0.02,6,0,6,0,1.03,0,0.06,0.02,6,0,6,0,-0.02,10,0.629,0.54331,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_0520,FALSE
