Pos size,Gene,mean-2394-Gluc_eII,var-2394-Gluc_eII,sd-2394-Gluc_eII,se-2394-Gluc_eII,gene,Total-2394-Gluc_eII,Blank-2394-Gluc_eII,Not Blank-2394-Gluc_eII,Blank Removed-2394-Gluc_eII,M,locus-2394,mean.2394.Vanc.eIV,var-2394-Vanc_eIV,sd-2394-Vanc_eIV,se-2394-Vanc_eIV,gene,Total-2394-Vanc_eIV,Blank-2394-Vanc_eIV,Not Blank-2394-Vanc_eIV,Blank Removed-2394-Vanc_eIV,M,Value,Df,TDIST,p-value,Significance,Common Name,TIMS-CATEGORY,What to do/What they are,Sig
1049,SP_0523,1.011,0.005,0.071,0.012,,37,0,37,0,,SP_0523,1.168047812,0.006993921,0.083629668,0.013748633,,37,0,37,0,,-0.157,72,8.683,0,,"putative ABC transporter, permease protein",TRANSPORT,PHENOTYPED,FALSE
329,SP_0524,0.974,0.009,0.097,0.048,,4,0,4,0,,SP_0524,1.060815906,0.017505745,0.132309276,0.059170507,,5,0,5,0,,-0.087,7,1.14,0.29168,,"BlpT protein, fusion",UNKNOWN,NO-PHENOTYPE,FALSE
338,SP_0525,0.974,0.008,0.089,0.024,,14,0,14,0,,SP_0525,1.08432078,0.021445793,0.146443822,0.039138758,,14,0,14,0,,-0.111,26,2.415,0.02308,,BlpS protein,REGULATOR,NO-PHENOTYPE,FALSE
737,SP_0526,0.999,0.004,0.06,0.01,,37,0,37,0,,SP_0526,1.092613104,0.009007524,0.094907976,0.015602775,,37,0,37,0,,-0.093,72,5.06,0,,response regulator BlpR,REGULATOR,VIVO,FALSE
1340,SP_0527,1.002,0.005,0.069,0.006,,153,0,153,0,,SP_0527,1.050356849,0.014173427,0.119052204,0.0095935,,154,0,154,0,,-0.048,305,4.326,0.00002,,putative sensor histidine kinase BlpH,REGULATOR,NO-PHENOTYPE,FALSE
128,SP_0528,0.989,0.005,0.071,0.014,,24,0,24,0,,SP_0528,1.028058875,0.014879366,0.121981005,0.024899268,,24,0,24,0,,-0.039,46,1.352,0.18289,,peptide pheromone BlpC,VARIOUS,NO-PHENOTYPE,FALSE
1361,SP_0529,1.015,0.005,0.071,0.007,,109,0,109,0,,SP_0529,1.060593912,0.014446587,0.120193957,0.011208144,,115,0,115,0,,-0.046,222,3.478,0.00061,,BlpC ABC transporter,TRANSPORT,NO-PHENOTYPE,FALSE
2157,SP_0530,1.009,0.004,0.062,0.004,blpA,223,0,223,0,,SP_0530,1.061928006,0.010297316,0.10147569,0.006750063,blpA,226,0,226,0,,-0.053,447,6.703,0,,"BlpC ABC transporter, ATP-binding protein, degenerate",TRANSPORT,NO-PHENOTYPE,FALSE
197,SP_0531,1.003,0.003,0.054,0.015,,14,0,14,0,,SP_0531,1.054721687,0.007561741,0.086958271,0.023240575,,14,0,14,0,,-0.052,26,1.892,0.06966,,bacteriocin BlpI,CELL WALL METABOLISM,NO-PHENOTYPE,FALSE
269,SP_0532,1.03,0.005,0.072,0.019,,15,0,15,0,,SP_0532,1.058155182,0.010507903,0.102508063,0.026467468,,15,0,15,0,,-0.028,28,0.865,0.39443,,bacteriocin BlpJ,CELL WALL METABOLISM,NO-PHENOTYPE,FALSE
230,SP_0533,0.944,0.002,0.043,0.03,,2,0,2,0,,SP_0533,0.798273388,0.016198378,0.127272848,0.089995494,,2,0,2,0,,0.145,2,1.532,0.26523,,bacteriocin BlpK,CELL WALL METABOLISM,NO-PHENOTYPE,FALSE
116,SP_0534,0.1,0.1,X,X,,,,,,,SP_0534,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
164,SP_0535,1.013,0.002,0.044,0.011,,15,0,15,0,,SP_0535,1.049284846,0.011366332,0.106613001,0.027527359,,15,0,15,0,,-0.037,28,1.225,0.23071,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
404,SP_0536,0.991,0.007,0.083,0.017,,25,0,25,0,,SP_0536,1.105945488,0.009710391,0.098541316,0.019708263,,25,0,25,0,,-0.115,48,4.482,0.00005,,immunity protein BlpL,VARIOUS,NO-PHENOTYPE,FALSE
389,SP_0537,0.1,0.1,X,X,,,,,,,SP_0537,0.1,0.1,X,X,,,,,,,,,,,,"IS1381, transposase OrfA",,REMOVE,FALSE
389,SP_0538,0.1,0.1,X,X,,,,,,,SP_0538,0.1,0.1,X,X,,,,,,,,,,,,"IS1381, transposase OrfB",,REMOVE,FALSE
254,SP_0539,1.02,0.005,0.073,0.019,,15,0,15,0,,SP_0539,1.040813122,0.010583568,0.102876468,0.02656259,,15,0,15,0,,-0.021,28,0.631,0.53301,,bacteriocin BlpM,CELL WALL METABOLISM,NO-PHENOTYPE,FALSE
203,SP_0540,0.967,0.007,0.084,0.02,,18,0,18,0,,SP_0540,0.955697252,0.016714967,0.129286375,0.030473091,,18,0,18,0,,0.011,34,0.303,0.76406,,BlpN protein,CELL WALL METABOLISM,NO-PHENOTYPE,FALSE
149,SP_0541,1.003,0.004,0.066,0.029,,5,0,5,0,,SP_0541,1.030779962,0.00240054,0.048995311,0.021911369,,5,0,5,0,,-0.028,8,0.771,0.46311,,bacteriocin BlpO,CELL WALL METABOLISM,VIVO,FALSE
119,SP_0542,0.982,0.003,0.056,0.018,,10,0,10,0,,SP_0542,1.057207173,0.001070459,0.032717869,0.010346299,,10,0,10,0,,-0.075,18,3.626,0.00193,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
167,SP_0543,1,0.005,0.072,0.016,,21,0,21,0,,SP_0543,1.058377467,0.021576958,0.146890974,0.032054238,,21,0,21,0,,-0.058,40,1.631,0.11078,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
398,SP_0544,0.998,0.005,0.073,0.016,,20,0,20,0,,SP_0544,1.068978807,0.011751543,0.108404532,0.02423999,,20,0,20,0,,-0.071,38,2.425,0.02015,,immunity protein BlpX,VARIOUS,NO-PHENOTYPE,FALSE
689,SP_0545,0.992,0.003,0.057,0.008,,56,0,56,0,,SP_0545,1.039483256,0.018717616,0.13681234,0.01781145,,59,0,59,0,,-0.047,113,2.427,0.0168,,immunity protein BlpY,VARIOUS,VIVO,FALSE
233,SP_0546,1.011,0.009,0.092,0.015,,36,0,36,0,,SP_0546,1.064320556,0.022859538,0.15119371,0.025929507,,34,0,34,0,,-0.054,68,1.781,0.07931,,"BlpZ protein, fusion",UNKNOWN,NO-PHENOTYPE,FALSE
611,SP_0547,0.991,0.006,0.077,0.012,,41,0,41,0,,SP_0547,1.042323672,0.011291342,0.106260726,0.016801296,,40,0,40,0,,-0.051,79,2.463,0.01595,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
122,SP_0548,0.803,0.083,0.289,0.167,,3,1,2,0,,SP_0548,0.809398912,0.060396974,0.245757957,0.122878979,,4,0,4,0,,-0.006,5,0.031,0.97622,,hypothetical protein,UNKNOWN,VIVO,FALSE
731,SP_0549,0.43,0.064,0.254,0.104,,6,2,4,0,,SP_0549,0.320312369,0.036523282,0.191110654,0.072233038,,7,0,7,0,,0.11,11,0.87,0.40265,,conserved hypothetical protein,UNKNOWN,CORE,FALSE
635,SP_0550,0.846,0.009,0.097,0.026,trmB,14,0,14,0,,SP_0550,0.697631792,0.01581592,0.125761361,0.03144034,trmB,16,0,16,0,,0.149,28,3.653,0.00106,,trmB tRNA (guanine-N(7)-)-methyltransferase,TRANSCRIPTION AND TRANSLATION,NO-PHENOTYPE,FALSE
479,SP_0552,0.882,0.004,0.063,0.028,,5,0,5,0,,SP_0552,0.991116493,0.007788511,0.088252543,0.039467737,,5,0,5,0,,-0.109,8,2.259,0.05383,,SP14.3 protein,UNKNOWN,CORE,FALSE
1136,SP_0553,0.1,0.1,X,X,nusA,,,,,,SP_0553,0.1,0.1,X,X,nusA,,,,,,,,,,,N utilization substance protein A,"DNA REPLICATION, REPAIR AND RECOMBINATION",ESSENTIAL,FALSE
293,SP_0554,0.1,0.1,X,X,,,,,,,SP_0554,0.1,0.1,X,X,,,,,,,,,,,,conserved hypothetical protein,UNKNOWN,ESSENTIAL,FALSE
299,SP_0555,0.1,0.1,X,X,,,,,,,SP_0555,0.1,0.1,X,X,,,,,,,,,,,,ribosomal protein L7A family,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
2876,SP_0556,0.1,0.1,X,X,infB,,,,,,SP_0556,0.1,0.1,X,X,infB,,,,,,,,,,,translation initiation factor IF-2,TRANSCRIPTION AND TRANSLATION,ESSENTIAL,FALSE
350,SP_0557,0.475,0.076,0.275,0.138,rbfA,4,1,3,0,,SP_0557,0.499724854,0.053398837,0.231081884,0.094338784,rbfA,6,1,5,0,,-0.024,8,0.145,0.88811,,ribosome-binding factor A,TRANSCRIPTION AND TRANSLATION,CORE,FALSE
815,SP_0558,0.998,0.003,0.059,0.009,,44,0,44,0,,SP_0558,1.028574383,0.016833764,0.129744995,0.019559794,,44,0,44,0,,-0.031,86,1.439,0.15367,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
182,SP_0559,0.887,0.004,0.061,0.043,,2,0,2,0,,SP_0559,0.855893984,0.001445127,0.038014831,0.026880545,,2,0,2,0,,0.031,2,0.607,0.60577,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
233,SP_0560,0.966,0.011,0.107,0.044,,6,0,6,0,,SP_0560,0.927481903,0.012177968,0.110353831,0.045051763,,6,0,6,0,,0.038,10,0.613,0.55375,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
245,SP_0561,1.014,0.004,0.063,0.021,,9,0,9,0,,SP_0561,1.000828862,0.00615747,0.078469549,0.026156516,,9,0,9,0,,0.013,16,0.392,0.6999,,conserved domain protein,UNKNOWN,VIVO,FALSE
1334,SP_0562,0.911,0.007,0.081,0.016,,27,0,27,0,,SP_0562,0.808413009,0.069310395,0.263268675,0.048887766,,29,1,28,0,,0.102,54,1.995,0.0511,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
395,SP_0564,0.983,0.003,0.052,0.017,,9,0,9,0,,SP_0564,0.960293444,0.006175557,0.078584715,0.026194905,,9,0,9,0,,0.023,16,0.731,0.4756,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
449,SP_0565,0.969,0.005,0.067,0.022,,9,0,9,0,,SP_0565,1.080308423,0.007296052,0.085416928,0.028472309,,9,0,9,0,,-0.111,16,3.076,0.00723,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
560,SP_0566,0.958,0.003,0.054,0.014,,16,0,16,0,,SP_0566,0.985293868,0.005373027,0.073300931,0.018325233,,16,0,16,0,,-0.027,30,1.192,0.24258,,"acetyltransferase, GNAT family",VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
593,SP_0567,0.943,0.01,0.099,0.019,,27,0,27,0,,SP_0567,0.944379405,0.015944467,0.1262714,0.024763859,,26,0,26,0,,-0.002,51,0.057,0.95501,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
2651,SP_0568,0.1,0.1,X,X,valS,,,,,,SP_0568,0.1,0.1,X,X,valS,,,,,,,,,,,valyl-tRNA synthetase,AMINO ACID METABOLSIM,ESSENTIAL,FALSE
164,SP_0569,0.928,0.001,0.027,0.019,,2,0,2,0,,SP_0569,1.06818877,0.000170952,0.013074869,0.007548779,,3,0,3,0,,-0.14,3,6.74,0.00667,,"type II DNA modification methyltransferase, truncation",,VIVO,FALSE
1604,SP_0570,0.962,0.021,0.146,0.018,,69,3,66,0,,SP_0570,0.967893527,0.07563377,0.275015944,0.031546492,,76,6,70,0,,-0.006,143,0.154,0.87746,,conserved domain protein,UNKNOWN,PHENOTYPED,FALSE
803,SP_0571,0.996,0.003,0.052,0.018,,8,0,8,0,,SP_0571,1.136473979,0.005677363,0.075348279,0.026639639,,8,0,8,0,,-0.141,14,4.364,0.00065,,cell filamentation protein Fic-related protein,CELL DIVISION,NO-PHENOTYPE,FALSE
1200,SP_0572,0.992,0,0,0,,1,0,1,0,M,SP_0572,0.1,0.1,X,X,,,,,M,,,,,,,"IS1167, transposase, degenerate",,REMOVE,FALSE
161,SP_0573,0.997,0.004,0.066,0.025,,7,0,7,0,,SP_0573,1.042533931,0.023059441,0.151853355,0.057395173,,7,0,7,0,,-0.046,12,0.728,0.48042,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
830,SP_0574,0.977,0.006,0.077,0.016,,23,0,23,0,,SP_0574,1.061799165,0.010848422,0.104155757,0.020831151,,25,0,25,0,,-0.085,46,3.215,0.00238,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1646,SP_0575,1.027,0.006,0.077,0.007,,125,0,125,0,,SP_0575,1.095465485,0.013845536,0.117667058,0.010697005,,121,0,121,0,,-0.068,244,5.379,0,,putative helicase,"DNA REPLICATION, REPAIR AND RECOMBINATION",NO-PHENOTYPE,FALSE
839,SP_0576,1.012,0.008,0.088,0.008,,136,0,136,0,,SP_0576,1.095747448,0.014639043,0.120991913,0.010374971,,136,0,136,0,,-0.084,270,6.521,0,,transcription antiterminator Lict,TRANSCRIPTION AND TRANSLATION,NO-PHENOTYPE,FALSE
1838,SP_0577,1.003,0.005,0.068,0.005,,198,0,198,0,,SP_0577,1.053295672,0.011467463,0.107086241,0.007497537,,204,0,204,0,,-0.05,400,5.659,0,,"PTS system, beta-glucosides-specific IIABC components",TRANSPORT,NO-PHENOTYPE,FALSE
1415,SP_0578,0.996,0.008,0.088,0.007,,173,0,173,0,,SP_0578,1.049992331,0.014283207,0.119512373,0.008957831,,178,0,178,0,,-0.054,349,4.858,0,,6-phospho-beta-glucosidase,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
1046,SP_0579,0.1,0.1,X,X,pheS,,,,,,SP_0579,0.1,0.1,X,X,pheS,,,,,,,,,,,"phenylalanyl-tRNA synthetase, alpha subunit",AMINO ACID METABOLSIM,PHENOTYPED,FALSE
509,SP_0580,0.891,0.011,0.103,0.022,,21,0,21,0,,SP_0580,0.919214937,0.019118291,0.138268908,0.030917868,,20,0,20,0,,-0.029,39,0.747,0.45979,,"acetyltransferase, GNAT family",VARIOUS METABOLISM AND BIOSYNTHESIS,CORE,FALSE
2405,SP_0581,0.1,0.1,X,X,pheT,,,,,,SP_0581,0.1,0.1,X,X,pheT,,,,,,,,,,,"phenylalanyl-tRNA synthetase, beta subunit",AMINO ACID METABOLSIM,ESSENTIAL,FALSE
1001,SP_0582,1.011,0.004,0.062,0.008,,68,0,68,0,,SP_0582,1.055096252,0.011840185,0.108812615,0.013099499,,69,0,69,0,,-0.044,135,2.894,0.00443,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
418,SP_0583,0.98,0.02,0.143,0.043,,11,0,11,0,M,SP_0583,0.972731027,0.036755029,0.191716011,0.055343645,,12,0,12,0,M,0.007,21,0.105,0.91731,,"putative IS1239, transposase, degenerate",,REMOVE,FALSE
212,SP_0584,1.033,0,0.02,0.009,,5,0,5,0,,SP_0584,1.004555149,0.00877675,0.093684309,0.041896897,,5,0,5,0,,0.028,8,0.657,0.5297,,putative transcriptional regulator,REGULATOR,NO-PHENOTYPE,FALSE
2249,SP_0585,0.994,0.005,0.072,0.01,,49,0,49,0,,SP_0585,1.049132986,0.013800142,0.117474006,0.016955912,,48,0,48,0,,-0.055,95,2.774,0.00668,,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,AMINO ACID METABOLSIM,VIVO,FALSE
866,SP_0586,0.998,0.004,0.062,0.012,,28,0,28,0,,SP_0586,1.077757262,0.004188203,0.064716324,0.012230236,,28,0,28,0,,-0.08,54,4.742,0.00002,,"putative 5,10-methylenetetrahydrofolate reductase",VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
269,SP_0587,0.968,0.011,0.105,0.032,,11,0,11,0,,SP_0587,0.989905791,0.048219476,0.219589334,0.063389981,,12,1,11,0,,-0.022,21,0.306,0.76286,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
2213,SP_0588,0.988,0.004,0.065,0.008,,59,0,59,0,,SP_0588,1.087578024,0.013942107,0.1180767,0.01550423,,58,0,58,0,,-0.099,115,5.639,0,,polyribonucleotide nucleotidyltransferase,NUCLEOTIDE METABOLSIM,PHENOTYPED,FALSE
617,SP_0589,0.929,0.002,0.043,0.021,,4,0,4,0,,SP_0589,1.033411484,0.003015647,0.054914904,0.027457452,,4,0,4,0,,-0.105,6,3.009,0.02373,,serine acetyltransferase,AMINO ACID METABOLSIM,VIVO,FALSE
884,SP_0590,0.998,0.008,0.087,0.025,,12,0,12,0,,SP_0590,1.033261106,0.011886076,0.10902328,0.03147231,,12,0,12,0,,-0.036,22,0.884,0.38628,,"acetyltransferase, GNAT family",VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
1343,SP_0591,0.1,0.1,X,X,cysS,,,,,,SP_0591,0.1,0.1,X,X,cysS,,,,,,,,,,,cysteinyl-tRNA synthetase,AMINO ACID METABOLSIM,ESSENTIAL,FALSE
386,SP_0592,0.944,0.006,0.08,0.019,,18,0,18,0,,SP_0592,0.956602715,0.006841124,0.082711085,0.01949519,,18,0,18,0,,-0.013,34,0.464,0.64595,,conserved hypothetical protein,TRANSCRIPTION AND TRANSLATION,PHENOTYPED,FALSE
884,SP_0593,1.019,0.005,0.069,0.014,,23,0,23,0,,SP_0593,1.071557567,0.01129143,0.106261142,0.02215698,,23,0,23,0,,-0.053,44,2.001,0.05153,,leucine-rich protein,UNKNOWN,PHENOTYPED,FALSE
455,SP_0595,0.995,0.005,0.072,0.012,,33,0,33,0,,SP_0595,1.051839975,0.008556681,0.09250233,0.015864019,,34,0,34,0,,-0.057,65,2.836,0.00608,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
146,SP_0596,0.978,0,0.018,0.01,,3,0,3,0,,SP_0596,1.06723266,0.008563831,0.092540971,0.053428555,,3,0,3,0,,-0.089,4,1.639,0.17651,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
386,SP_0597,1.018,0.006,0.08,0.028,,8,0,8,0,,SP_0597,1.074859649,0.005661284,0.075241501,0.026601888,,8,0,8,0,,-0.057,14,1.472,0.16305,,"group II intron, maturase, degenerate",,NO-PHENOTYPE,FALSE
164,SP_0598,0.1,0.1,X,X,,,,,,,SP_0598,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1163,SP_0599,0.969,0.002,0.05,0.01,,23,0,23,0,,SP_0599,1.012584895,0.010352188,0.101745703,0.020349141,,25,0,25,0,,-0.043,46,1.892,0.06478,,transmembrane protein Vexp1,TRANSPORT,NO-PHENOTYPE,FALSE
647,SP_0600,1.014,0.005,0.069,0.012,,36,0,36,0,,SP_0600,1.056595904,0.008580305,0.092629937,0.015228268,,37,0,37,0,,-0.043,71,2.226,0.02916,,"ABC transporter, ATP-binding protein Vexp2",TRANSPORT,PHENOTYPED,FALSE
1379,SP_0601,1.021,0.005,0.072,0.008,,74,0,74,0,,SP_0601,1.063944245,0.010880969,0.104311882,0.01212601,,74,0,74,0,,-0.043,146,2.88,0.00457,,transmembrane protein Vexp3,TRANSPORT,NO-PHENOTYPE,FALSE
83,SP_0602,1.02,0.002,0.042,0.017,,6,0,6,0,,SP_0602,1.107728483,0.01517748,0.123196916,0.05029493,,6,0,6,0,,-0.088,10,1.648,0.13032,,pep27 protein,UNKNOWN,NO-PHENOTYPE,FALSE
656,SP_0603,1.013,0.016,0.127,0.034,,14,0,14,0,,SP_0603,1.030692403,0.026454998,0.162649925,0.04199603,,15,0,15,0,,-0.017,27,0.32,0.75119,,DNA-binding response regulator VncR,REGULATOR,NO-PHENOTYPE,FALSE
1328,SP_0604,1.003,0.005,0.072,0.009,,62,0,62,0,,SP_0604,1.089659004,0.011495067,0.107215049,0.013616325,,62,0,62,0,,-0.087,122,5.296,0,,sensor histidine kinase VncS,REGULATOR,NO-PHENOTYPE,FALSE
881,SP_0605,0.1,0.1,X,X,,,,,,,SP_0605,0.1,0.1,X,X,,,,,,,,,,,,fructose-bisphosphate aldolase,CARBOHYDRATE METABOLISM,ESSENTIAL,FALSE
1202,SP_0606,0.999,0.005,0.071,0.007,,92,0,92,0,,SP_0606,1.039591752,0.007390466,0.085967822,0.008962765,,92,0,92,0,,-0.04,182,3.48,0.00063,,putative oxidoreductase,UNKNOWN,NO-PHENOTYPE,FALSE
659,SP_0607,1.009,0.005,0.07,0.012,,36,0,36,0,,SP_0607,1.075232939,0.010287433,0.101426984,0.016904497,,36,0,36,0,,-0.067,70,3.242,0.00182,,"amino acid ABC transporter, permease protein",TRANSPORT,NO-PHENOTYPE,FALSE
677,SP_0608,1.012,0.004,0.067,0.01,,43,0,43,0,,SP_0608,1.070156263,0.011321275,0.106401479,0.016226073,,43,0,43,0,,-0.058,84,3.038,0.00317,,"amino acid ABC transporter, permease protein",TRANSPORT,NO-PHENOTYPE,FALSE
764,SP_0609,1.021,0.003,0.058,0.009,,38,0,38,0,,SP_0609,1.06549258,0.012146448,0.110210926,0.017425877,,40,0,40,0,,-0.045,76,2.266,0.02628,,"amino acid ABC transporter, amino acid-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
758,SP_0610,1.043,0.006,0.08,0.021,,14,0,14,0,,SP_0610,1.059851177,0.006651847,0.081558858,0.021797522,,14,0,14,0,,-0.017,26,0.552,0.58552,,"amino acid ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
2222,SP_0611,0.1,0.1,X,X,,,,,,,SP_0611,0.1,0.1,X,X,,,,,,,,,,,,single-stranded-DNA-specific exonuclease RecJ,"DNA REPLICATION, REPAIR AND RECOMBINATION",ESSENTIAL,FALSE
98,SP_0612,0.961,0.002,0.042,0.017,,6,0,6,0,,SP_0612,1.090222809,0.006679008,0.081725198,0.033364173,,6,0,6,0,,-0.129,10,3.442,0.00631,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1661,SP_0613,0,0,0,0,,1,1,0,0,,SP_0613,0.107494351,0.025524627,0.159764285,0.092239953,,3,2,1,0,,,,,,,metallo-beta-lactamase superfamily protein,TRANSCRIPTION AND TRANSLATION,LIKELYESSENTIAL,FALSE
779,SP_0614,0.971,0.012,0.108,0.022,,25,0,25,0,,SP_0614,0.897898792,0.035466402,0.188325257,0.037665051,,25,0,25,0,,0.073,48,1.676,0.10027,,tributyrin esterase,UNKNOWN,PHENOTYPED,FALSE
1220,SP_0615,0.924,0.013,0.113,0.014,,64,0,64,0,,SP_0615,0.87978371,0.079416113,0.281808645,0.035504552,,63,2,61,0,,0.045,125,1.169,0.24465,,beta-lactam resistance factor,CELL WALL METABOLISM,PHENOTYPED,FALSE
1232,SP_0616,0.933,0.005,0.069,0.012,,34,0,34,0,,SP_0616,0.79712143,0.014547158,0.120611601,0.020684719,,34,0,34,0,,0.136,66,5.687,0,,beta-lactam resistance factor,CELL WALL METABOLISM,PHENOTYPED,FALSE
722,SP_0617,0.942,0.004,0.06,0.013,,21,0,21,0,,SP_0617,0.855239692,0.02949939,0.171753865,0.036618047,,22,1,21,0,,0.087,41,2.243,0.03037,,conserved domain protein,UNKNOWN,PHENOTYPED,FALSE
1844,SP_0618,0.917,0.018,0.133,0.032,uvrC,17,1,16,0,,SP_0618,0.904579893,0.021355648,0.146135718,0.035443118,uvrC,17,0,17,0,,0.012,32,0.252,0.80232,,"excinuclease ABC, subunit C","DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
833,SP_0619,0.961,0.003,0.055,0.013,,19,0,19,0,,SP_0619,0.90569675,0.009744195,0.098712689,0.022646244,,19,0,19,0,,0.055,36,2.124,0.04062,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
800,SP_0620,0.979,0.004,0.064,0.011,,34,0,34,0,,SP_0620,1.032789264,0.013976058,0.118220377,0.020274627,,34,0,34,0,,-0.053,66,2.317,0.0236,,"putative amino acid ABC transporter, amino acid-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
110,SP_0621,0.1,0.1,X,X,,,,,,,SP_0621,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
605,SP_0622,0.989,0.005,0.074,0.015,,25,0,25,0,,SP_0622,1.01738856,0.023337371,0.15276574,0.030553148,,25,0,25,0,,-0.028,48,0.826,0.41288,,nitroreductase family protein,UNKNOWN,PHENOTYPED,FALSE
1400,SP_0623,0.961,0.007,0.084,0.013,,45,0,45,0,,SP_0623,0.935175266,0.011940274,0.109271562,0.016289243,,45,0,45,0,,0.026,88,1.278,0.20446,,dipeptidase,VARIOUS,PHENOTYPED,FALSE
578,SP_0624,1.009,0.003,0.054,0.012,,21,0,21,0,,SP_0624,1.058195836,0.025909357,0.160963838,0.034317606,,22,0,22,0,,-0.049,41,1.35,0.18434,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
287,SP_0625,0.977,0.004,0.059,0.013,,20,0,20,0,,SP_0625,1.077500549,0.018397458,0.135637228,0.030329406,,20,0,20,0,,-0.101,38,3.046,0.0042,,"conserved hypothetical protein, authentic point mutation",UNKNOWN,NO-PHENOTYPE,FALSE
1340,SP_0626,0.992,0.004,0.063,0.011,,32,0,32,0,,SP_0626,1.068522568,0.011633086,0.107856785,0.019066566,,32,0,32,0,,-0.077,62,3.482,0.00092,,branched-chain amino acid transport system II carrier protein,TRANSPORT,NO-PHENOTYPE,FALSE
1037,SP_0627,0.999,0.003,0.057,0.01,,35,0,35,0,,SP_0627,1.053273378,0.007812106,0.088386118,0.014939981,,35,0,35,0,,-0.054,68,3.063,0.00314,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
503,SP_0628,0.98,0.003,0.053,0.015,,13,0,13,0,,SP_0628,1.073392837,0.008958892,0.094651426,0.024438893,,15,0,15,0,,-0.094,26,3.277,0.00297,,HIT family protein,UNKNOWN,VIVO,FALSE
425,SP_0630,0.1,0.1,X,X,rplK,,,,,,SP_0630,0.1,0.1,X,X,rplK,,,,,,,,,,,ribosomal protein L11,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
689,SP_0631,0.1,0.1,X,X,rplA,,,,,,SP_0631,0.1,0.1,X,X,rplA,,,,,,,,,,,ribosomal protein L1,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
113,SP_0632,0.1,0.1,X,X,,,,,,,SP_0632,0.1,0.1,X,X,,,,,,,,,,,,"group II intron, maturase, truncation",,REMOVE,FALSE
362,SP_0633,0.983,0.007,0.082,0.015,,30,0,30,0,,SP_0633,1.067953051,0.006077231,0.077956596,0.013780909,,32,0,32,0,,-0.085,60,4.18,0.0001,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
341,SP_0634,0.971,0.006,0.074,0.014,,28,0,28,0,,SP_0634,1.020048911,0.010536922,0.10264951,0.018436396,,31,0,31,0,,-0.049,57,2.114,0.03892,,conserved domain protein,UNKNOWN,VIVO,FALSE
167,SP_0635,0.712,0.009,0.093,0.066,,2,0,2,0,,SP_0635,0.613944268,0.003355992,0.057930924,0.040963349,,2,0,2,0,,0.098,2,1.263,0.33394,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
992,SP_0636,0.985,0.005,0.067,0.013,,25,0,25,0,,SP_0636,1.046561409,0.018448752,0.135826182,0.027165236,,25,0,25,0,,-0.061,48,2.02,0.04896,,"ABC transporter, ATP-binding protein",TRANSPORT,VIVO,FALSE
818,SP_0637,0.996,0.002,0.049,0.013,,15,0,15,0,,SP_0637,1.026572475,0.007207328,0.084895986,0.021920049,,15,0,15,0,,-0.031,28,1.226,0.23037,,membrane protein,UNKNOWN,PHENOTYPED,FALSE
