"","Gene","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC20min.a","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC20min.b","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC20min.c","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX20min.a","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX20min.b","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX20min.c","D39.old","TIGR4.new","TAIWAN.19F.new","TAIWAN.19F.old","D39.new","GENE.DESCRIPTION","GENE.CATEGORY","Location.Tag","Tag1","Tag2","Tag3","Category1","Category2","Category3","No..of.Categories","Gene.Name","Gene.Description"
"139","SP_0804",146,1111.21687493749,0.178564101867596,0.0754444725121972,2.3668281574734,0.017941261001042,0.18798333349674,983.777115974731,1043.17761309516,1056.32059324998,1095.88513207492,1131.15995727837,1356.98083795177,"SPD_0707","SP_RS03940","SPT_RS06935","SPT_1395","SPD_RS03745","putative 4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis protein","VARIOUS METABOLISM AND BIOSYNTHESIS",NA,"METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"","4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis protein"
"140","SP_0892",147,1793.85991087362,-0.157199135741775,0.0662738401955977,-2.37196358740981,0.0176938343539059,0.18798333349674,1847.30328837405,1840.93612462555,2034.29515784459,1751.39614656029,1739.38458015616,1549.84416768111,"SPD_0784","SP_RS04400","SPT_RS06500","SPT_1308","SPD_RS04155","putative type I restriction-modification system, R subunit","VARIOUS","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"hsdR","putative type I restriction-modification system, R subunit"
"141","SP_0972",148,1724.6657547398,-0.171518061130911,0.0724709908321255,-2.36671334504342,0.0179468271671636,0.18798333349674,2040.11945652083,1756.00588661387,1741.17294718571,1755.43627607946,1581.72862266801,1473.53133937094,"SPD_0860","SP_RS04820","SPT_RS06105","SPT_1231","SPD_RS04585","multi-drug resistance efflux pump","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","CELLULAR PROCESSES",NA,"Membrane transport","Antibiotic response/sensing",NA,2,"pmrA","Drug efflux pump PmrA"
"142","SP_1404",149,828.360434905627,0.20917135930478,0.0880275487785863,2.37620338413493,0.0174918184298867,0.18798333349674,608.511240334212,874.48858863059,757.795208201071,847.417166645954,871.846059989121,1010.10434563281,"SPD_1235","SP_RS06880","SPT_RS04320","SPT_0870","SPD_RS06515","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","Hypothetical Protein"
"143","SP_1624",150,898.136219869898,0.187552165187485,0.0793971950826117,2.36220139757255,0.0181667699340436,0.18798333349674,784.741071436113,840.516493425919,853.701553624023,831.256648569273,1033.80955729935,1044.79199486471,"SPD_1437","SP_RS08010","SPT_RS07760","SPT_1563","SPD_RS07570","acyltransferase family protein","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","Putative acyltransferase"
"144","SP_1873",151,617.139621085403,-0.213584120068667,0.0899953843850621,-2.3732786023204,0.0176309594667045,0.18798333349674,677.966526709667,606.226181669565,760.496795396084,595.919104077607,616.839702521947,445.389416137545,"SPD_1653","SP_RS09290","SPT_RS08915","SPT_1790","SPD_RS08745","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"145","SP_2225",152,2427.28788814089,0.142704644581091,0.060428873044486,2.36153079465898,0.0181996603130602,0.18798333349674,2355.25986037365,2178.89989933409,2355.7840340511,2689.71622738757,2501.81912866443,2482.24817903448,"SPD_2052","SP_RS11360","SPT_RS11095","SPT_2243","SPD_RS10765","conserved hypothetical protein","UNKNOWN","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Folding, sorting, degradation",NA,NA,1,"","M16 family peptidase"
"146","SP_0051",153,260.711176984603,0.221413539193837,0.0941920186139712,2.35066136655655,0.0187400800060419,0.188602087240293,208.365859126366,236.047489094526,251.247609136184,288.869260620671,273.098024719912,306.638819209961,"SPD_0058","SP_RS00300","SPT_RS00460","SPT_0090","SPD_RS00310","phosphoribosylamine--glycine ligase","NUCLEOTIDE METABOLSIM","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"purD","phosphoribosylamine--glycine ligase"
"147","SP_0141",154,159.999576779401,-0.24056242427572,0.102298098075203,-2.35158256900215,0.0186937401980049,0.188602087240293,207.32921306106,139.988461274421,214.776182003512,150.494824589091,144.733338021909,102.675441726412,"SPD_0144","SP_RS00725","SPT_RS00960","SPT_0188","SPD_RS00800","transcriptional regulator","REGULATOR","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","transcriptional regulator, MutR family"
"148","SP_0939",155,169.429686521287,0.234114055714356,0.0995532178897843,2.35164729655996,0.0186904879407502,0.188602087240293,155.496909795795,131.788300362949,156.692057310738,195.946281679756,192.116276064796,184.538293913687,"SPD_0829","SP_RS04640","n.p","n.p.","SPD_RS04410","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"dinB","hypothetical protein"
"149","SP_1601",156,3053.18412421147,-0.12654849076808,0.0537756205297278,-2.35326881440862,0.0186091756139793,0.188602087240293,3169.02702163831,3185.76251410702,3241.90463401528,2936.16412805696,2944.63422237432,2841.61222507692,"SPD_1426","SP_RS07895","SPT_RS07655","SPT_1541","SPD_RS07515","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","Hypothetical Protein"
"150","SP_0008",157,599.877192428144,0.181615958508963,0.0778781452789715,2.33205295090666,0.0196979057352887,0.196887772961993,564.972105591389,560.539570877076,537.615851807534,667.631403042879,660.776608707169,607.727614542818,"SPD_0008","SP_RS00040","SPT_RS00220","SPT_0042","SPD_RS00040","hypothetical protein","UNKNOWN","Membrane","CELLULAR PROCESSES",NA,NA,"Cell division",NA,NA,1,"FtsB",""
"151","SP_1568",158,1634.92149004135,-0.154130711414125,0.0661548341656966,-2.32984805053063,0.0198141835210159,0.196887772961993,1660.70699661909,1880.17975184474,1656.0729505428,1555.44986488053,1562.77544745085,1494.34392891008,"SPD_1398","SP_RS07730","SPT_RS07500","SPT_1508","SPD_RS07360","ribosome biogenesis GTP-binding protein YsxC","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"EngB","Ribosome biogenesis GTP-binding protein YsxC"
"152","SP_0035",159,1186.59165394485,0.161674292148151,0.0697594515148581,2.31759695119902,0.0204712360605902,0.200004341371886,1085.36843037465,1188.4376063841,1050.91741885995,1335.26280608576,1230.23337318623,1229.33028877839,"SPD_0041","SP_RS00215","SPT_RS00370","SPT_0073","SPD_RS00215","aromatic amino acid aminotransferase","AMINO ACID METABOLSIM","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"araT","aromatic amino acid aminotransferase"
"153","SP_0217",160,9032.3167365436,0.14571152573748,0.0629544911237877,2.31455330884919,0.020637390638373,0.200004341371886,7794.54176503056,9272.62481353709,8495.14093471754,8886.2648774149,10031.3987376614,9713.92929090016,"SPD_0201","SP_RS01050","SPT_RS01330","SPT_0264","SPD_RS01085","ribosomal protein L29","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"rpmC","50S ribosomal protein L29"
"154","SP_0422",161,8239.82064313721,0.142498340251589,0.0613963082021136,2.32095942613506,0.0202890337580828,0.200004341371886,7727.15977078572,8264.59074720538,7360.47431281219,8939.7965935439,7924.15025669954,9222.75217777651,"SPD_0385","SP_RS02085","SPT_RS02310","SPT_0459","SPD_RS02060","3-oxoacyl-(acyl-carrier-protein) synthase II","LIPOPROTEIN","Intracellular","METABOLISM",NA,NA,"Lipid metabolism",NA,NA,1,"fabF","3-oxoacyl-ACP synthase (EC 2.3.1.179)"
"155","SP_0488",162,2126.53786058032,-0.139492149543873,0.0602544716109921,-2.31505058154764,0.0206101640711111,0.200004341371886,2259.88842236556,2278.47328183054,2181.53165997278,2127.12819184312,1978.02228629943,1934.18332117052,"SPD_0437","SP_RS02405","SPT_RS02630","SPT_0528","SPD_RS02325","conserved hypothetical protein","UNKNOWN","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"",""
"156","SP_0472",163,249.19577090126,-0.225874945076631,0.0979591018724758,-2.30580865646029,0.0211213263236778,0.203438541890639,279.894437632432,234.290311756354,326.892050596541,235.337544491665,198.146831815709,220.613449114859,"n.p.","SP_RS02325","n.p","n.p.","n.p","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"157","SP_1017",164,221.819267459294,0.220939705447988,0.0962058701833478,2.29653039910064,0.0216455730788269,0.207102835850082,204.219274865144,180.989265831783,206.671420418474,262.608418746064,237.776198178851,238.651026715445,"SPD_0903","SP_RS05050","SPT_RS05295","SPT_1070","SPD_RS04815","4-oxalocrotonate tautomerase","VARIOUS METABOLISM AND BIOSYNTHESIS","Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"","4-oxalocrotonate tautomerase (EC 2.7.1.21)"
"158","SP_1507",165,10482.8337187652,0.134833911571459,0.0588244355237075,2.29214118879421,0.021897497293703,0.207102835850082,9152.54811058051,10302.9164594857,10372.7440352514,10799.266204742,10560.3646278129,11709.1628747188,"SPD_1334","SP_RS07420","SPT_RS07170","SPT_1443","SPD_RS07025","ATP synthase F1, epsilon subunit","VARIOUS METABOLISM AND BIOSYNTHESIS","Intracellular","METABOLISM",NA,NA,"Energy metabolism",NA,NA,1,"AtpC","ATP synthase F1, epsilon subunit"
"159","SP_1563",166,570.786253801242,0.194448896895732,0.0848292207124772,2.29223957573302,0.0218918224198509,0.207102835850082,561.862167395474,467.409171953925,536.265058210027,606.019427875533,567.733748550228,685.427948822265,"SPD_1393","SP_RS07705","SPT_RS07475","SPT_1503","SPD_RS07335","pyridine nucleotide-disulphide oxidoreductase family protein","NUCLEOTIDE METABOLSIM","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"","pyridine nucleotide-disulfide oxidoreductase family protein"
"160","SP_0489",167,806.367416839139,-0.166948310596323,0.0729162848581115,-2.28958881985264,0.0220451637076612,0.207250940245677,831.390144374852,865.116976160336,888.822187159189,724.193216311262,789.141295405172,739.540681624023,"SPD_0438","SP_RS02410","SPT_RS02635","SPT_0529","SPD_RS02330","PAP2 family protein","UNKNOWN","Membrane","HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","PAP2 family protein"
"161","SP_0864",168,367.032675854828,-0.206021490342425,0.0902810149357715,-2.2820023732453,0.0224892001415571,0.208907285806224,412.58513399151,364.32143478113,433.604744799543,296.949519659011,350.633741517364,344.101480380408,"SPD_0759","SP_RS04255","SPT_RS06645","SPT_1337","SPD_RS04030","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","GAF domain-containing protein, putative methionine-R-sulfoxide reductase"
"162","SP_0877",169,1880.41476503563,-0.143099202773047,0.0626476958519294,-2.28418939957933,0.0223604022897027,0.208907285806224,1935.418203925,1933.48079776931,2089.67769534235,1869.56993499602,1739.38458015616,1714.95737802494,"SPD_0773","SP_RS04325","SPT_RS06575","SPT_1324","SPD_RS04100","PTS system, fructose specific IIABC components","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"","PTS system fructose specific transporter subunit IIABC"
"163","SP_1649",170,4189.59699970474,-0.138743545773643,0.0609775600308573,-2.27532137565741,0.0228866580628475,0.208907285806224,4409.89236180875,4294.54141449396,4544.06966201141,3971.44731734433,4285.14061500582,3632.49062756415,"SPD_1462","SP_RS08140","SPT_RS07890","SPT_1589","SPD_RS07715","putative manganese ABC transporter, permease protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Cofactor and vitamin metabolism",NA,2,"PsaC","Manganese ABC transporter, premease component"
"164","SP_1660",171,1046.85077893127,0.168984189972032,0.0742275465611756,2.27656978845126,0.0228119287045393,0.208907285806224,1064.63550906854,875.074314409981,988.78091337466,1155.47704248268,1101.00717852381,1096.12971572791,"SPD_1473","SP_RS08195","n.p","n.p.","SPD_RS07775","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","Hypothetical Protein"
"165","SP_2045",172,408.170969099947,0.193980090295597,0.0851409330215208,2.27834113876301,0.0227062604065918,0.208907285806224,383.559044162962,353.192644972703,383.625381691808,426.233664272458,444.538109638722,457.876969861027,"SPD_1854","SP_RS10335","SPT_RS10100","SPT_2040","SPD_RS09780","conserved hypothetical protein","UNKNOWN","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"","Adenine-specific methyltransferase"
"166","SP_0861",173,310.899165782748,0.224117969102596,0.0986241656476919,2.27244476676434,0.023059660448832,0.209269750894024,266.418038783463,210.861280580718,347.153954559136,323.210361533618,358.387313197109,359.364046042443,"SPD_0754","SP_RS04220","SPT_RS06675","SPT_1343","SPD_RS03995","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","hypothetical protein"
"167","SP_1505",174,1962.18516748707,-0.137618107012678,0.060684379058783,-2.26776823207455,0.0233433366175263,0.210626657985726,2162.44369222686,2007.28224597256,2030.24277705207,1813.00812172764,1920.30125268355,1839.83291525976,"SPD_1332","SP_RS07410","SPT_RS07160","SPT_1441","SPD_RS07015","membrane protein","MEMBRANE PROTEIN","Membrane","HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","Hypothetical Protein (Membrane protein)"
"168","SP_0149",175,1705.01642405299,0.159669626671076,0.0704900819764612,2.26513606161495,0.0235043312827588,0.210867429222464,1571.55543500284,1726.71959764433,1479.11898926947,1681.7039123546,1797.96712173646,1973.03348831025,"SPD_0151","SP_RS00770","SPT_RS01000","SPT_0196","SPD_RS00835","lipoprotein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"",""
"169","SP_0769",176,910.674610399,0.165247038474661,0.0730612410876281,2.26176062731355,0.0237121966667139,0.2115235725383,787.851009632029,835.244961411401,927.995201486873,961.550825562512,964.888920146062,986.516744155123,"SPD_0670","SP_RS03755","SPT_RS03890","SPT_0782","SPD_RS03565","VanZF-related protein","UNKNOWN","Membrane","CELLULAR PROCESSES",NA,NA,"Antibiotic response/sensing",NA,NA,1,"vanZ","Glycopeptide antibiotics resistance protein"
"170","SP_0271",177,19236.0864995846,0.11690357253708,0.0521792571292791,2.24042232428568,0.0250635183201902,0.222173116446416,18430.530395063,17643.8176525916,19133.9913086777,20287.5103805133,20842.4621831194,19078.2070775428,"SPD_0251","SP_RS01320","SPT_RS01595","SPT_0316","SPD_RS01345","ribosomal protein S12","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"rpsL","30S ribosomal protein S12"
"171","SP_1472",178,2870.33798363846,-0.143170733348586,0.0640054674846043,-2.23685161557525,0.0252960397542502,0.222173116446416,2884.98599974465,2852.48454563361,3360.77447059584,2745.26800827616,2678.42826136974,2700.08661621079,"SPD_1302","SP_RS07235","SPT_RS03995","SPT_0803","SPD_RS06845","putative oxidoreductase","UNKNOWN","Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"","Oxidoreductase"
"172","SP_1587",179,875.07599682817,-0.180869339407114,0.0808779728848636,-2.23632384635303,0.0253305655056742,0.222173116446416,910.175245338055,977.576325803386,945.555518254456,849.437231405539,893.383759099524,674.327901068059,"SPD_1414","SP_RS07820","SPT_RS07585","SPT_1525","SPD_RS07445","oxalate:formate antiporter","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","Oxalate:formate antiporter"
"173","SP_0231",180,2702.95822775707,-0.14504321756357,0.065055561605012,-2.22952832909516,0.0257787725630079,0.22484818291068,3082.98539821797,2679.1097149339,2813.70306360576,2660.42528837359,2624.15325961152,2357.37264179965,"SPD_0214","SP_RS01115","SPT_RS01395","SPT_0277","SPD_RS01150","adenylate kinase","NUCLEOTIDE METABOLSIM","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"adk","adenylate kinase (EC 2.7.4.3)"
"174","SP_0283",181,14565.5087980588,-0.121378439079148,0.0552210117792174,-2.19804808293696,0.0279456796375115,0.242401751551895,15005.4517952942,15153.3116386216,15526.0216097382,13565.7448929938,13106.1206626625,15036.4021890423,"SPD_0263","SP_RS01390","SPT_RS01665","SPT_0328","SPD_RS01410","PTS system, mannose-specific IIC component","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"","PTS system mannose-specific transporter subunit IIC"
"175","SP_1293",182,21268.1848542277,-0.139996270369727,0.0638997547344788,-2.19087336017877,0.0284609580194369,0.244377138141614,22522.172414823,24636.7977327394,20106.5626988823,21112.7068348038,18849.7942614249,20381.0751826928,"SPD_1148","SP_RS06345","SPT_RS04625","SPT_0933","SPD_RS06070","ribosomal protein L19","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"RplS","50S ribosomal protein L19"
"176","SP_1166",184,1079.99857257659,-0.154300503629275,0.0708286732503177,-2.17850337368253,0.029368581337944,0.250590612503109,1154.82371675011,1088.27849810826,1198.15392098815,968.62105222106,979.534555541136,1090.57969185081,"SPD_1029","SP_RS05745","SPT_RS05900","SPT_1191","SPD_RS05475","MATE efflux family protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","MATE efflux family protein"
"177","SP_0163",185,732.784978886368,0.159349116145009,0.0732688075731679,2.17485614169276,0.0296408984213884,0.251547083900431,687.296341297415,667.727388505608,702.41267070331,796.915547656326,766.742088330353,775.615836825195,"SPD_1745","SP_RS00835","n.p","n.p.","SPD_RS09230","putative transcriptional regulator PlcR","REGULATOR","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","transcriptional regulator PlcR"
"178","SP_2005",186,229.751852025197,0.217469559911343,0.100194670391668,2.17047033600928,0.029971233483357,0.252982992305755,240.50188715083,211.447006360109,149.938089323207,246.447900669383,292.912707901483,237.263520746169,"SPD_1803","SP_RS10080","SPT_RS09835","SPT_1986","SPD_RS09525","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"179","SP_0029",187,446.464739961369,0.184187241721644,0.0850385363771695,2.16592676177683,0.0303167839200727,0.254531287457294,438.501285624143,401.222158882756,391.730143276846,511.076384175033,493.644063610441,442.614404198993,"SPD_0035","SP_RS00185","SPT_RS00345","SPT_0067","SPD_RS00190","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"180","SP_0005",188,335.357263400641,0.194934104578575,0.0902110230632752,2.16086790681717,0.0307055446261474,0.256423963101337,333.800033028307,309.263211518387,268.807925903767,374.722012903038,359.248821161525,366.301575888822,"SPD_0005","SP_RS00025","SPT_RS00205","SPT_0039","SPD_RS00025","peptidyl-tRNA hydrolase","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"pth","Peptidyl-tRNA hydrolase"
"181","SP_1377",189,901.482630315512,-0.162921670624607,0.0755316156422531,-2.15699967807212,0.0310056895274576,0.257560489725442,871.819340921759,996.319550743894,1017.14757892229,884.788364698278,788.279787440756,850.54115916609,"SPD_1211","SP_RS06750","SPT_RS04445","SPT_0896","SPD_RS06390","3-dehydroquinate dehydratase","AMINO ACID METABOLSIM","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"AroD","3-dehydroquinate dehydratase I"
"182","SP_1922",190,3324.39121832679,0.15487618591875,0.07187471113294,2.15480776865023,0.0311768800786419,0.257619482755094,2911.93879744259,3255.46388185453,3173.01416054245,3311.89617333979,3220.31677098748,4073.71752579387,"SPD_1725","SP_RS09665","SPT_RS09310","SPT_1871","SPD_RS09120","conserved hypothetical protein","UNKNOWN","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"",""
"183","SP_1672",191,1425.50370018012,0.14690638883545,0.0684352593431113,2.14664765276786,0.0318213431437096,0.261568108563477,1218.05912673373,1415.11348300838,1392.66819902906,1467.57704783858,1554.16036780669,1505.44397666429,"SPD_1485","SP_RS08260","SPT_RS08010","SPT_1611","SPD_RS07835","recombination protein RecR","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"RecR","Recombination protein RecR"
"184","SP_1228",193,682.015539619809,-0.158440860991102,0.0742347458174433,-2.1343221323979,0.0328164207693651,0.265576188700532,721.50566145249,723.957063327133,734.831717043463,644.40065830765,644.407957383263,622.990180204852,"SPD_1086","SP_RS06020","SPT_RS04940","SPT_1000","SPD_RS05755","A/G-specific adenine glycosylase","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"MutY","A/G-specific adenine glycosylase"
"185","SP_2220",194,1340.34687106045,0.147181893288777,0.0688528533184612,2.13762954177114,0.0325468221176464,0.265576188700532,1316.54050293773,1303.23985914472,1164.38408105049,1446.36636786294,1480.93219083132,1330.61822453553,"SPD_2047","SP_RS11335","SPT_RS11070","SPT_2238","SPD_RS10740","ABC transporter, ATP-binding protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"cbiO2","cobalt transporter ATP-binding subunit"
"186","SP_0496",195,3622.44161158919,0.127409128248435,0.0598059084843794,2.130376938956,0.0331405061311001,0.266823562183729,3381.53946502589,3577.02733474013,3371.58081937589,3536.12336165373,3811.31123457695,4057.06745416256,"SPD_0443","SP_RS02445","SPT_RS02665","SPT_0534","SPD_RS02355","Na/Pi cotransporter II-related protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","Na/Pi cotransporter II-like protein"
"187","SP_0427",196,5321.58784762125,0.140704306883134,0.0662479156082898,2.12390541787139,0.0336780532716844,0.268398698662663,4530.14330538417,5553.26611440497,4989.83154918852,5843.03731709993,5243.99897940097,5769.24982024895,"SPD_0390","SP_RS02110","SPT_RS02335","SPT_0464","SPD_RS02085","acetyl-CoA carboxylase, carboxyl transferase, alpha subunit","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM",NA,NA,"Lipid metabolism",NA,NA,1,"accA","acetyl-CoA carboxylase subunit alpha"
"188","SP_1364",197,2381.89704194977,-0.125497390692771,0.0590335322187004,-2.12586619800833,0.0335144021157874,0.268398698662663,2532.52633754085,2408.50440485532,2551.64910568953,2178.63984321254,2363.97785435785,2256.08470604252,"SPD_1198","SP_RS06680","SPT_RS04510","SPT_0909","SPD_RS06325","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","Hypothetical Protein"
"189","SP_0468",198,295.605153962421,-0.194724958113917,0.0925316524697256,-2.10441457508421,0.0353422991182661,0.280239442503423,317.213695983422,343.821032502449,309.331733828958,253.518127327931,297.220247723564,252.526086408203,"n.p.","SP_RS02305","SPT_RS02525","SPT_0507","n.p","putative sortase","VARIOUS","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Folding, sorting, degradation",NA,NA,1,"","sortase"
"190","SP_0294",199,24194.6524162728,0.100949256237162,0.0480223534023774,2.10213055139785,0.0355418412888171,0.280405481524838,23180.4426662919,22787.6614472023,23929.3085798253,25568.9696944485,25550.6032086535,24150.9289012153,"SPD_0274","SP_RS01445","SPT_RS01720","SPT_0340","SPD_RS01465","ribosomal protein L13","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"rplM","50S ribosomal protein L13"
"191","SP_1421",200,790.377596161563,0.157098968202072,0.0752246533987395,2.08839736847102,0.0367620046745946,0.288581736695567,711.139200799437,756.757706973022,749.690446616033,914.079303712262,807.232962657911,803.365956210712,"SPD_1251","SP_RS06970","SPT_RS04230","SPT_0853","SPD_RS06600","nicotinate phosphoribosyltransferase","VARIOUS METABOLISM AND BIOSYNTHESIS","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"","Nicotinate phosphoribosyltransferase"
"192","SP_1114",201,3894.81696273764,0.115716787430294,0.0555673471673464,2.08246017363042,0.0373004570419813,0.289959373763014,3545.32954334413,3875.74748222948,3752.50461387268,4185.57418186035,4045.64140089813,3964.10455422108,"SPD_0998","SP_RS05515","SPT_RS05740","SPT_1160","SPD_RS05320","ABC transporter, ATP-binding protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,""," ABC transporter ATP-binding protein"
"193","SP_2214",202,28227.0840544022,0.133711361416902,0.064210532644678,2.08238984960336,0.0373068748408463,0.289959373763014,25259.9546732943,30064.7185303547,24934.29901637,30561.5597477631,27819.8151869256,30722.1571717057,"SPD_2041","SP_RS11305","SPT_RS11040","SPT_2232","SPD_RS10710","translation elongation factor Ts","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"tsf","elongation factor Ts"
"194","SP_0295",203,34368.7495041226,0.118296544176574,0.0571143693495355,2.07122210266576,0.0383380449843655,0.295052601105166,29959.0712873232,35529.5400520716,32994.4844126905,36126.8381604201,36128.1979957547,35474.3651164754,"SPD_0275","SP_RS01450","SPT_RS01725","SPT_0341","SPD_RS01470","ribosomal protein S9","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"rplI","30S ribosomal protein S9"
"195","SP_1573",204,19769.4176980544,0.099495343241626,0.0480103163990563,2.07237424587316,0.0382305532303812,0.295052601105166,19884.9448246863,18558.7213200002,18696.3341830856,20654.152134378,20556.4415389332,20265.9121872429,"SPD_1403","SP_RS07755","SPT_RS07525","SPT_1513","SPD_RS07385","lysozyme","PEPTIDOGLYCAN","Cell Wall","METABOLISM",NA,NA,"Cell wall metabolism",NA,NA,1,"LytC","Lysozyme"
