"","Gene","X","baseMean","Value","lfcSE","stat","pvalue","padj","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC90min.a","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC90min.b","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC90min.c","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX90min.a","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX90min.b","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX90min.c","D39.old","TIGR4.new","TAIWAN.19F.new","TAIWAN.19F.old","D39.new","GENE.DESCRIPTION","GENE.CATEGORY","Location.Tag","Tag1","Tag2","Tag3","Category1","Category2","Category3","No..of.Categories","Gene.Name","Gene.Description"
"584","SP_0842",654,755.093284541896,-0.338100746780891,0.0953826816529325,-3.5446764645508,0.000393095273914702,0.00130550907483598,898.524036964636,799.168216942033,825.037931955709,726.389428951603,656.942429790363,624.497662647033,"SPD_0736","SP_RS04120","SPT_RS06770","SPT_1361","SPD_RS03895","pyrimidine-nucleoside phosphorylase","NUCLEOTIDE METABOLSIM","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"pyn","pyrimidine-nucleoside phosphorylase"
"585","SP_0566",655,326.497016552084,-0.427263776581013,0.120768333076385,-3.53787922460412,0.000403354510155122,0.00133753587184263,396.269956614911,347.204169158337,382.064545670764,255.357804001989,285.088224248648,292.997399617856,"SPD_0492","SP_RS02780","SPT_RS02975","SPT_0597","SPD_RS02625","acetyltransferase, GNAT family","VARIOUS METABOLISM AND BIOSYNTHESIS","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"","Protein N-acetyltransferase, RimJ/RimL family"
"586","SP_1711",657,607.194356369035,-0.344414798582242,0.097690675816273,-3.52556470414827,0.000422580932427612,0.0013970255482995,717.627440228506,670.463223202305,648.771438663158,546.948809923178,507.16781922495,552.187406972113,"SPD_1521","SP_RS08460","SPT_RS08200","SPT_1649","SPD_RS08030","primosomal protein DnaI","UNKNOWN","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Replication",NA,NA,1,"dnaI","primosomal protein DnaI"
"587","SP_0764",659,1592.43447193093,0.268131139474176,0.0761267679380483,3.52216633828958,0.000428035481763485,0.00141076337843747,1441.63946622417,1530.99079762491,1364.91174649048,1709.86205247278,1733.25376916388,1773.94899960939,"SPD_0665","SP_RS03730","SPT_RS03865","SPT_0777","SPD_RS03540","dihydroorotate dehydrogenase A","NUCLEOTIDE METABOLSIM","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"pyrDA","dihydroorotate dehydrogenase"
"588","SP_1448",660,277.772722320817,-0.469436241920367,0.133505592590793,-3.51622904187418,0.000437723194343807,0.0014405072395678,333.701016096767,317.272775265376,319.309982613731,219.124602082788,270.62722736647,206.60073049977,"SPD_1277","SP_RS07115","SPT_RS04110","SPT_0826","SPD_RS06730","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","Hypothetical Protein"
"589","SP_0273",661,59133.1597680409,0.196522022183345,0.0559801375387719,3.5105669764965,0.000447152147018317,0.00146931083710104,55519.5065530996,55721.7794408291,54058.4417675275,61815.5678647247,63149.107527773,64534.5554542919,"SPD_0253","SP_RS01330","SPT_RS01605","SPT_0318","SPD_RS01355","translation elongation factor G","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"fusA","elongation factor G"
"590","SP_1669",662,340.121905363995,0.405732906885087,0.11600440287551,3.49756472019858,0.000469526772823387,0.00154050173802477,312.419063539575,278.361963204528,281.472672535225,388.212877705726,391.479844167527,388.785011031386,"SPD_1482","SP_RS08245","SPT_RS07995","SPT_1608","SPD_RS07820","MutT/nudix family protein","VARIOUS","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"","Putative MutT/nudix family protein"
"591","SP_1712",663,779.468878661052,-0.317727551556076,0.0909690381604688,-3.49269991176126,0.000478163531613585,0.00156647238410966,833.826901190773,853.044725949361,909.018303105563,714.311694978536,715.819345667801,650.792301074276,"SPD_1522","SP_RS08465","SPT_RS08205","SPT_1650","SPD_RS08035","hypothetical protein","UNKNOWN","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Replication",NA,NA,1,"dnaB",""
"592","SP_0701",664,109.719011075795,0.668810783417307,0.191549353391189,3.49158465730468,0.000480164273849881,0.00157065783554509,87.6816445356301,77.8216241216961,84.903232371281,132.855073703737,112.589190011241,162.463301711183,"SPD_0608","SP_RS03425","SPT_RS03550","SPT_0713","SPD_RS03250","orotidine 5-phosphate decarboxylase","NUCLEOTIDE METABOLSIM","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"pyrF","orotidine 5'-phosphate decarboxylase"
"593","SP_0907",665,102.096786155618,-0.68115565508638,0.195796672487575,-3.47889290677095,0.000503489752636125,0.00164448081612882,137.481413519459,121.222145266488,119.049097564079,86.2695283790502,84.7001245956128,63.8584076090199,"SPD_0800","SP_RS04480","n.p","n.p.","SPD_RS04240","putative capsular polysaccharide biosynthesis protein","CAPSULE",NA,"METABOLISM","METABOLISM",NA,"Capsule metabolism","Carbohydrate metabolism",NA,2,"","putative capsular polysaccharide biosynthesis protein"
"594","SP_1546",667,623.736686966912,-0.39346837463569,0.113385334989822,-3.47018752179027,0.000520095117637848,0.00169362308172325,639.735493869184,713.863744347097,783.509176991495,452.052328706223,579.472803635839,573.786574251635,"SPD_1375","SP_RS07620","SPT_RS07380","SPT_1485","SPD_RS07240","conserved domain protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","Hypothetical Protein"
"595","SP_1238",668,1143.82115112339,-0.307089004070827,0.0887194574429905,-3.46134898613596,0.000537475570678371,0.00174760020885243,1190.93806510045,1363.37499182433,1252.32267747639,971.394889548106,1107.29918983533,977.597092955731,"SPD_1096","SP_RS06070","SPT_RS04890","SPT_0990","SPD_RS05805","excinuclease ABC, subunit B","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"UvrB","Excinuclease ABC subunit B"
"596","SP_1739",669,8836.15011922389,-0.207473710201781,0.0600179037814033,-3.4568636545095,0.00054650128169868,0.00177429115672576,9742.87788068239,9193.42763422268,9476.86188283353,8169.72433749606,8361.55498294494,8072.45399716375,"SPD_1549","SP_RS08605","SPT_RS08345","SPT_1677","SPD_RS08180","KH domain protein","RNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"rny","Ribonuclease Y"
"597","SP_0628",670,463.991896328831,-0.38608073463118,0.111722856127009,-3.45570054342573,0.000548864725878401,0.0017793047531461,555.033322691561,475.909162898065,549.102426749046,357.155847489268,420.401837931883,426.348780213162,"SPD_0548","SP_RS03080","SPT_RS03250","SPT_0653","SPD_RS02930","HIT family protein","UNKNOWN","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"","HIT family protein"
"598","SP_1572",671,17460.0610588988,-0.244422572393983,0.0707397321562551,-3.45523745911398,0.000549808361550461,0.00177970754290253,19394.66900442,19847.5072904218,17585.1205742909,16765.6201451846,14925.8146391049,16241.6346999706,"SPD_1402","SP_RS07750","SPT_RS07520","SPT_1512","SPD_RS07380","non-heme iron-containing ferritin","UNKNOWN","Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"","Non-heme iron-containing ferritin"
"599","SP_0378",672,317.133497039621,0.418062725508233,0.121149032709885,3.45081356538245,0.00055889950309457,0.00180644303678781,290.711471931239,252.920278395512,263.938309328113,374.409753165078,378.051775634077,342.76939378371,"n.p.","SP_RS01850","SPT_RS02130","SPT_0421","n.p","choline binding protein J","VARIOUS","Cell Wall","HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","choline binding protein J"
"600","SP_1659",673,6306.65564383733,-0.211666999139787,0.0614220796352735,-3.44610603217399,0.000568727159836782,0.00183547606413892,6960.90104240628,6586.40322614586,6759.95844695254,5802.48847877492,5747.21333231694,5982.96933642744,"SPD_1472","SP_RS08190","SPT_RS07940","SPT_1598","SPD_RS07765","isoleucyl-tRNA synthetase","AMINO ACID METABOLSIM","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"IleS","Isoleucyl-tRNA synthetase"
"601","SP_2111",674,548.885732306697,0.339223880364017,0.09845933713434,3.44531956274673,0.000570384633305495,0.00183809410020702,479.269571587958,499.854278012433,475.273529034888,607.337479788514,583.604517030747,647.975018385643,"SPD_1937","SP_RS10760","SPT_RS10505","SPT_2119","SPD_RS10200","malA protein","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"malA","Maltodextrin utilization protein"
"602","SP_0967",675,454.227853393598,-0.405802674475918,0.118715926674953,-3.41826649415806,0.000630213680554079,0.00202788757653846,570.781967583883,483.392011371305,501.113643234843,360.60662862443,361.524922054445,447.947947492684,"SPD_0855","SP_RS04795","SPT_RS06130","SPT_1236","SPD_RS04560","conserved hypothetical protein TIGR00043","UNKNOWN","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"ybeY","Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly"
"603","SP_1144",676,164.760094871355,0.552022759308926,0.161606417604479,3.41584676828841,0.000635840153535595,0.00204296570041318,120.455851473705,130.201563434376,146.734934206888,227.751554920693,175.597819283587,187.818845908882,"SPD_0509","SP_RS05660","SPT_RS03065","SPT_0614","SPD_RS02740","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"604","SP_1090",677,615.552814478648,0.325254615981734,0.0953804171747352,3.41007751502987,0.000649444183337844,0.00208359345082688,553.75640553813,559.717065798353,526.953757434798,647.021462842877,682.765638508537,723.102556749196,"SPD_0976","SP_RS05400","SPT_RS05625","SPT_1136","SPD_RS05205","conserved hypothetical protein","UNKNOWN","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","NADH/NAD ratio-sensing transcriptional regulator Rex"
"605","SP_0337",678,1691.62605528278,0.331294214725628,0.0972554348579495,3.40643394592306,0.00065817474724215,0.00210538372755515,1479.52134177597,1715.06887006661,1302.15718343345,1863.42181298749,1750.81355109224,2038.77357234091,"SPD_0307","SP_RS01645","SPT_RS01950","SPT_0387","SPD_RS01635","phospho-N-acetylmuramoyl-pentapeptide-transferase","PEPTIDOGLYCAN","Cell Wall","METABOLISM",NA,NA,"Cell wall metabolism",NA,NA,1,"MraY","Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) "
"606","SP_1545",679,290.442180975091,-0.443857343517171,0.130293695265982,-3.40659110643135,0.000657795924737224,0.00210538372755515,371.157252597424,311.286496486784,319.309982613731,262.259366272313,224.145451673756,254.494536206535,"SPD_1374","SP_RS07610","SPT_RS07370","SPT_1483","SPD_RS07230","conserved hypothetical protein","MEMBRANE PROTEIN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","Hypothetical Protein"
"607","SP_0145",680,439.738867631455,0.427934001769626,0.125813043861575,3.40134845032808,0.000670542965971306,0.00214179312072011,350.72657814252,451.964047783697,325.770011163719,510.715608003977,455.5214017886,543.735558906214,"SPD_0148","SP_RS00745","SPT_RS00975","SPT_0191","SPD_RS00820","conserved hypothetical protein","UNKNOWN","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"",""
"608","SP_0153",681,119.489073761783,0.610681422488604,0.180437606086831,3.38444648946811,0.000713219194931811,0.00227476078031115,97.8969817630821,91.2907513735281,91.3632609212698,143.207417109223,126.017258544692,167.158772858905,"SPD_0155","SP_RS00790","SPT_RS01020","SPT_0200","SPD_RS00855","putative membrane protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"609","SP_0902",682,133.200811679987,-0.573666765335998,0.169632813587619,-3.3818148340721,0.000720086649198635,0.00229329648395812,165.147951843808,161.629527021984,154.117823978304,100.072652919698,117.753831754876,100.483082561252,"SPD_0796","SP_RS04460","SPT_RS06435","SPT_1297","SPD_RS04220","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","unknown function; may be involved in lipid metabolism"
"610","SP_0932",685,615.573953903746,-0.349608810286543,0.104271758636233,-3.3528619336536,0.000799805931586126,0.00253602698307309,703.155712489616,645.021538393289,720.754613934461,555.575762761084,478.245825460594,590.690270383434,"SPD_0823","SP_RS04610","SPT_RS06285","SPT_1267","SPD_RS04380","gamma-glutamyl phosphate reductase","AMINO ACID METABOLSIM","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"proA","gamma-glutamyl phosphate reductase"
"611","SP_0901",686,106.415233051171,-0.65083484961285,0.194469405826147,-3.34672102713518,0.000817734597473318,0.0025890955476852,119.178934320274,127.20842404508,146.734934206888,82.8187472438882,93.9964797341556,68.553878756742,"SPD_0795","SP_RS04455","SPT_RS06440","SPT_1298","SPD_RS04215","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","hypothetical protein"
"612","SP_0077",687,66.1714097442262,0.759803807848717,0.227112591632339,3.34549397894558,0.000821361424955686,0.00259679332606077,49.3741299326849,43.4005211447921,49.8345059570562,98.3472623521173,74.3708411083429,81.7011979703637,"n.p.","SP_RS00400","n.p","n.p.","n.p","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"613","SP_0272",688,19942.6112775343,0.222247273226847,0.0665338831728162,3.34036227300274,0.000836691690426694,0.00264141620873078,18621.7084875428,18391.3449775293,18197.9004253184,20668.4536090529,20513.9570057179,23262.3031600446,"SPD_0252","SP_RS01325","SPT_RS01600","SPT_0317","SPD_RS01350","ribosomal protein S7","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"rpsG","30S ribosomal protein S7"
"614","SP_1069",690,473.227920797075,-0.344871293983802,0.103804619317734,-3.32231162977623,0.000892749270993805,0.00281021944434572,558.438435100712,499.854278012433,528.799479877652,417.544517354603,412.138411142067,422.592403294985,"SPD_0954","SP_RS05285","SPT_RS05500","SPT_1112","SPD_RS05085","conserved hypothetical protein","UNKNOWN",NA,"ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"",""
"615","SP_0360",692,6212.02091854328,0.219330787268209,0.0660483002802793,3.3207635372518,0.000897715607826294,0.00281768540491143,5528.62563530728,5700.43396691424,5989.36932706102,6708.31852675495,6387.62890852768,6957.74914669454,"n.p.","SP_RS01760","n.p","n.p.","n.p","UDP-N-acetylglucosamine 2-epimerase","CAPSULE","Capsule","METABOLISM",NA,NA,"Capsule metabolism",NA,NA,1,"cps4L","UDP-N-acetylglucosamine 2-epimerase"
"616","SP_0265",693,206.597569514767,0.478547843593079,0.144480558907648,3.31219540685033,0.000925668649525562,0.0029012298798983,165.999229946096,199.043769388184,155.04068519973,226.026164353112,253.067445438111,240.408122763369,"SPD_0247","SP_RS01300","SPT_RS01575","SPT_0312","SPD_RS01325","glycosyl hydrolase, family 1","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","glycosyl hydrolase"
"617","SP_1119",694,534.019883240647,-0.359008971031334,0.108412965567988,-3.31149479354655,0.00092798966772179,0.00290230724332569,616.750985107417,558.220496103705,626.622769348911,458.953890976547,421.43476628061,522.136391626692,"SPD_1004","SP_RS05545","SPT_RS05770","SPT_1165","SPD_RS05355","glyceraldehyde-3-phosphate dehydrogenase, NADP-dependent","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"gapN","Glyceraldehyde-3-phosphate dehydrogenase, NADP-dependent (EC 1.2.1.9)"
"618","SP_1894",695,163.098350039589,0.50929267873052,0.153805135737838,3.31128525902161,0.000928684868375395,0.00290230724332569,142.163443082041,133.194702823672,124.586264892641,198.419915271816,184.89417442213,195.331599745237,"SPD_1673","SP_RS09405","SPT_RS09040","SPT_1815","SPD_RS08850","sucrose phosphorylase","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"gtfA","sucrose phosphorylase"
"619","SP_1126",696,132.085737557171,-0.562616879616131,0.170360583457169,-3.30250617953291,0.000958249765325364,0.00299040012972225,159.614644178938,160.132957327336,154.117823978304,112.150386892765,112.589190011241,93.909422954441,"SPD_1011","SP_RS05580","SPT_RS05805","SPT_1172","SPD_RS05385","conserved hypothetical protein TIGR00045","AMINO ACID METABOLSIM","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"","putative glycerate kinase (EC 2.7.1.31)"
"620","SP_0638",698,207.265924940796,-0.480526650842549,0.145796497491859,-3.2958723913747,0.000981165713332086,0.00305464482655084,228.142531413096,254.41684809016,248.249668563854,155.28515108229,162.169750750137,195.331599745237,"SPD_0556","SP_RS03125","SPT_RS03295","SPT_0663","SPD_RS02970","conserved hypothetical protein","UNKNOWN","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","ABC transporter permease"
"621","SP_1207",700,461.336080518008,-0.3493858101839,0.106123530941528,-3.29225579929492,0.000993871688021878,0.00308384186626217,515.023251884041,517.813114348209,524.185173770517,364.057409759592,432.796978116607,414.140555229085,"SPD_1067","SP_RS05930","SPT_RS05030","SPT_1019","SPD_RS05660","exodeoxyribonuclease VII, large subunit","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"XseA","Exodeoxyribonuclease VII, large subunit"
"622","SP_0519",701,2726.6180667825,0.277313233426572,0.0843335578191032,3.28829045753546,0.00100797787902915,0.00312314971933141,2264.82539113635,2475.3262749478,2657.84031770967,2871.04990445479,2808.53218018867,3282.13433225771,"SPD_0461","SP_RS02540","SPT_RS02750","SPT_0552","SPD_RS02450","dnaJ protein","PROTEIN TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Folding, sorting, degradation",NA,NA,1,"dnaJ","chaperone protein"
"623","SP_1521",702,2562.05052605556,-0.226539135356148,0.0689239966873759,-3.28679627189467,0.00101334115773983,0.0031352948641181,2707.49000432594,2900.35206822783,2688.29473801676,2372.41203042388,2313.75950114845,2389.99481419052,"SPD_1349","SP_RS07490","SPT_RS07245","SPT_1459","SPD_RS07095","UDP-N-acetylmuramate--alanine ligase","AMINO ACID METABOLSIM","Cell Wall","METABOLISM",NA,NA,"Cell wall metabolism",NA,NA,1,"MurC","UDP-N-acetylmuramate--alanine ligase"
"624","SP_1615",703,51.7486691660166,0.867260001879189,0.264177623237469,3.2828670015689,0.00102757133009825,0.00317480075245149,39.1587927052328,38.9108120608481,26.762975421382,87.9949189466312,54.7452024825302,62.9193133794755,"SPD_1839","SP_RS07965","SPT_RS10030","SPT_2025","SPD_RS09710","transketolase","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"RecP1","Transketolase"
"625","SP_0963",704,168.295029185529,0.572370074081164,0.174623837383505,3.2777316239142,0.00104644836779335,0.00322853104381698,142.163443082041,163.126096716632,99.6690119141125,196.694524704235,181.795389375949,226.321709320203,"SPD_0851","SP_RS04775","SPT_RS06150","SPT_1240","SPD_RS04540","dihydroorotate dehydrogenase, electron transfer subunit","NUCLEOTIDE METABOLSIM","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"pyrK","dihydroorotate dehydrogenase, electron transfer subunit"
"626","SP_2021",705,194.826645366424,0.467752090323861,0.142864496686687,3.27409609225502,0.00106000558233679,0.00326571932600782,160.040283230082,157.13981793804,169.806464742562,241.554679461341,227.244236719937,213.174390106581,"SPD_1830","SP_RS10225","SPT_RS09990","SPT_2017","SPD_RS09670","glycosyl hydrolase, family 1","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"bglB","beta-glucosidase"
"627","SP_2020",706,160.469199623846,-0.510801568168031,0.156167006272511,-3.2708673897269,0.00107218174467217,0.00329855346944471,181.322235787274,187.071211831,200.260885049652,131.129683136156,124.984330195965,138.046851743028,"SPD_1829","SP_RS10220","SPT_RS09985","SPT_2016","SPD_RS09665","transcriptional regulator, GntR family","REGULATOR","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"",""
"628","SP_0157",707,6869.69486457317,-0.238276547878338,0.0729402756168738,-3.26673495353801,0.00108795486706527,0.00334234507958383,7141.37200009127,8059.02780567949,7118.0286008662,6675.53610597091,6233.72258456735,5990.48209026379,"SPD_0159","SP_RS00810","SPT_RS01040","SPT_0204","SPD_RS00875","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"629","SP_2168",708,43.2988565561881,-0.982441456845239,0.301085130262244,-3.26300224786769,0.0011023864547815,0.00338189742907545,46.394656574678,58.3662180912721,71.0603140498765,37.9585924867821,30.9878504618096,15.0255076727106,"SPD_1996","SP_RS11060","SPT_RS10800","SPT_2181","SPD_RS10485","putative fucose operon repressor","REGULATOR","Intracellular","GENETIC INFORMATION PROCESSING","METABOLISM",NA,"Transcription","Carbohydrate metabolism",NA,2,"fucR","fucose operon regulator"
"630","SP_1813",709,36.8818499536449,-0.968658290825764,0.29764854225251,-3.25436934276669,0.00113644422872796,0.00348146243271809,49.7997689838287,38.9108120608481,60.9088406141798,24.1554679461341,26.8561370669016,20.660073049977,"SPD_1598","SP_RS09000","SPT_RS08640","SPT_1736","SPD_RS08450","N-(5-phosphoribosyl)-anthranilate isomerase","AMINO ACID METABOLSIM","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"trpF","N-(5'-phosphoribosyl)anthranilate isomerase"
"631","SP_0804",710,903.897878903195,0.274468075763738,0.0844231291557226,3.25110048050302,0.00114959220671848,0.00351678066618666,816.80133914502,823.113332056401,813.040736077158,997.275748061821,942.03065403901,1031.12546403976,"SPD_0707","SP_RS03940","SPT_RS06935","SPT_1395","SPD_RS03745","putative 4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis protein","VARIOUS METABOLISM AND BIOSYNTHESIS",NA,"METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"","4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis protein"
"632","SP_1456",711,3501.00354289501,-0.250229510616684,0.0769885054136568,-3.25021909793168,0.00115316128080548,0.00352273741478129,3755.41334824206,4135.02206631243,3527.17558829387,3392.11785586426,3113.24604306313,3083.0463555943,"SPD_1285","SP_RS07155","SPT_RS04075","SPT_0819","SPD_RS06765","peptide deformylase","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Folding, sorting, degradation",NA,NA,1,"Def","Peptide deformylase"
"633","SP_0749",712,2376.18527405662,0.231818533308019,0.0718388395745434,3.22692480392133,0.00125128339183649,0.00381711731329895,2189.91291813503,2300.22762067398,2069.97771966069,2506.9924946952,2538.93788117093,2651.06301000387,"SPD_0652","SP_RS03665","SPT_RS03800","SPT_0763","SPD_RS03475","branched-chain amino acid ABC transporter, amino acid-binding protein","TRANSPORT","Cell Wall","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Amino acid metabolism",NA,2,"livK","High-affinity leucine-specific transport system, periplasmic binding protein LivK"
"634","SP_1081",713,1773.57034731248,-0.27242189081898,0.0845662197657543,-3.22140319826971,0.00127564547135585,0.00388597750881473,2130.3234509749,1822.82188808127,1866.02538972533,1592.53549387727,1521.50345767485,1708.21240354128,"SPD_0967","SP_RS05345","SPT_RS05575","SPT_1127","SPD_RS05160","UDP-N-acetylglucosamine 1-carboxyvinyltransferase","CARBOHYDRATE METABOLISM","Cell Wall","METABOLISM",NA,NA,"Cell wall metabolism",NA,NA,1,"","UDP-N-acetylglucosamine 1-carboxyvinyltransferase

; UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2 (EC 2.5.1.7)"
"635","SP_1666",714,7309.32141522578,-0.210257621251997,0.0653006226103371,-3.2198409884489,0.00128261719797735,0.00390174307283866,8255.69503598583,7678.8991032389,7593.30212990109,6613.42204553799,6658.25613589415,7056.3540407967,"SPD_1479","SP_RS08230","SPT_RS07980","SPT_1605","SPD_RS07805","cell division protein FtsZ","CELL DIVISION","Intracellular","CELLULAR PROCESSES",NA,NA,"Cell division",NA,NA,1,"FtsZ","Cell division protein"
"636","SP_0896",715,6878.38577498533,-0.215668063344279,0.0670228100768191,-3.21783081158621,0.00129163982861362,0.00392369469615214,7768.76396147728,6936.60053469349,7471.48444867273,6194.15213761581,6315.32392411679,6583.98964333586,"SPD_0789","SP_RS04420","SPT_RS06475","SPT_1303","SPD_RS04180","6-phosphofructokinase","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM","METABOLISM",NA,"Carbohydrate metabolism","Energy metabolism",NA,2,"pfk","6-phosphofructokinase"
"637","SP_1852",716,43.2124334850509,-0.881717011112206,0.274379678574661,-3.21349239744182,0.00131131269510674,0.00397789270079865,61.7176624158561,58.3662180912721,50.7573671784832,31.0570302164581,32.0207788105365,25.3555441976991,"SPD_1633","SP_RS09190","SPT_RS08815","SPT_1769","SPD_RS08630","galactose-1-phosphate uridylyltransferase","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"galT2","galactose-1-phosphate uridylyltransferase"
"638","SP_2117",717,81.6947232983476,0.739556940755936,0.231463073063744,3.19514007555004,0.00139762988862732,0.00423382443249447,59.1638281089931,40.4073817554961,76.5974813784383,132.855073703737,91.9306230367017,89.213951806719,"SPD_1945","SP_RS10800","SPT_RS10540","SPT_2126","SPD_RS10240","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"639","SP_1163",718,1134.12659899319,0.268108526430917,0.083936919553449,3.19416685598275,0.00140235038210425,0.00424220756257721,1028.76958661465,1008.68797419275,1044.67890265533,1283.69058228027,1138.28704029714,1300.64550791901,"SPD_1027","SP_RS05735","SPT_RS05890","SPT_1189","SPD_RS05465","putative acetoin dehydrogenase, E1 component, beta subunit","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"","acetoin dehydrogenase, E1 component subunit beta"
"640","SP_1960",719,26884.5688610339,0.195788115965626,0.0614531797558248,3.18597209686401,0.00144268510824513,0.00435815306691018,24793.0490900773,24787.6838524549,25593.7102538341,27111.0619884003,29305.2101817333,29716.6977997033,"SPD_1758","SP_RS09850","SPT_RS09620","SPT_1937","SPD_RS09295","DNA-directed RNA polymerase, beta subunit","RNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"rpoC","DNA-directed RNA polymerase beta' subunit"
