Gene,Tag1,Tag2,Tag3,Category1,Category2,Category3,No..of.Categories,SequenceDiameter,SequencePrevalence,Essential,ExpressionPlasticity,Location.Tag,Gene.Name,Gene.Description
SPT_0587,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.004692178,371,FALSE,0.999059502,Intracellular,rbfA,Ribosome binding factor
SPT_0588,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.08451852,369,FALSE,1.336730353,NA,,EcsC protein family
SPT_0589,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.084350381,370,FALSE,1.843093427,NA,,
SPT_0592,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.003714545,371,FALSE,2.489137678,Intracellular,,PaaD-like protein (DUF59) involved in Fe-S cluster assembly
SPT_0593,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.013175964,371,FALSE,0.417144481,NA,,
SPT_0594,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.006308725,371,FALSE,0.563706967,NA,,
SPT_0596,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.049656937,342,FALSE,0.622000808,Intracellular,,flavin reductase
SPT_0597,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.07136756,371,FALSE,0.492437979,Intracellular,,"Protein N-acetyltransferase, RimJ/RimL family"
SPT_0598,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.02358273,264,FALSE,0.448385956,Intracellular,,P-loop containing Nucleoside Triphosphate Hydrolases
SPT_0599,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.020042012,371,TRUE,0.522896715,Intracellular,,valyl-tRNA synthetase
SPT_0602,CELLULAR PROCESSES,NA,NA,Cell division,NA,NA,1,0.014179736,332,FALSE,0.345950409,Intracellular,,cell filamentation protein Fic-like protein
SPT_0606,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.002970951,370,FALSE,3.725110881,Intracellular,,Transcription antiterminator Lict
SPT_0607,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.008302688,370,FALSE,1.795938632,Membrane,,PTS system beta-glucosides-specific transporter subunit IIABC
SPT_0609,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.003079513,371,FALSE,0.536090159,Intracellular,pheS,phenylalanyl-tRNA synthetase subunit alpha
SPT_0610,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.006580149,371,FALSE,0.577098288,Intracellular,,Ribosomal protein S18 acetylase RimI and related acetyltransferases
SPT_0611,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.019484077,371,TRUE,0.49012559,Intracellular,pheT,phenylalanyl-tRNA synthetase subunit beta
SPT_0614,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.054652959,371,FALSE,0.891668631,NA,,
SPT_0615,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.006726972,371,FALSE,1.390661188,Intracellular,metE,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
SPT_0617,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.005935927,370,FALSE,0.400999241,Intracellular,pnp,polynucleotide phosphorylase
SPT_0618,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.010925392,371,FALSE,0.320875704,Intracellular,cysE,serine acetyltransferase
SPT_0619,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.022795716,371,FALSE,0.416176656,NA,,GNAT-family acetyltransferase
SPT_0620,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.005847713,371,TRUE,0.395676118,Intracellular,cysS,cysteinyl-tRNA synthetase
SPT_0621,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.0015069,371,FALSE,0.637805884,Intracellular,mrnC,23S rRNA maturation mini-RNase III
SPT_0622,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.006399496,371,FALSE,0.448333146,Intracellular,,DNA-binding transcriptional regulator
SPT_0626,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.003662957,371,FALSE,0.798847886,Membrane,vex1,"ABC-type antimicrobial peptide transport system, permease component"
SPT_0627,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.005184687,371,FALSE,0.541260206,Membrane,vex2,"ABC-type lipoprotein export system, ATPase component"
SPT_0630,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Signal transduction,NA,NA,1,0.00645005,371,FALSE,0.311705625,Membrane,vncS,sensor histidine kinase
SPT_0631,METABOLISM,METABOLISM,NA,Carbohydrate metabolism,Energy metabolism,NA,2,0,371,TRUE,0.601128754,Intracellular,fba,fructose-bisphosphate aldolase
SPT_0632,METABOLISM,METABOLISM,NA,Cofactor and vitamin metabolism,Energy metabolism,NA,2,0.021763183,371,FALSE,0.587702911,Intracellular,mcr1,NAD(P)H-flavin reductase
SPT_0633,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Amino acid metabolism,NA,2,0.012766056,327,FALSE,0.404438969,Membrane,hisM,"ABC-type amino acid transport system, permease component"
SPT_0634,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Amino acid metabolism,NA,2,0.053542893,371,FALSE,0.623346456,Membrane,hisM,"ABC-type amino acid transport system, permease component"
SPT_0635,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Amino acid metabolism,NA,2,0.023335247,370,FALSE,0.517075532,Membrane,,"amino acid ABC transporter, amino acid-binding protein"
SPT_0637,GENETIC INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,NA,DNA repair and editing,NA,NA,2,0.005002928,371,TRUE,0.391928948,Intracellular,recJ,single-stranded-DNA-specific exonuclease RecJ
SPT_0638,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.001575291,370,FALSE,0.258682385,Intracellular,rnjA,mRNA degradation ribonuclease J1/J2
SPT_0639,METABOLISM,NA,NA,Lipid metabolism,NA,NA,1,0.006218154,371,FALSE,0.46025981,Intracellular,estA,tributyrin esterase
SPT_0640,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.003391123,371,FALSE,0.378190542,Cell Wall,fibA,Lipid II:glycine glycyltransferase (Peptidoglycan interpeptide bridge formation enzyme)
SPT_0641,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.0071827,371,FALSE,0.426171937,Cell Wall,fibB,beta-lactam resistance factor
SPT_0642,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.006066668,371,FALSE,0.782791668,Intracellular,,Predicted Zn-dependent protease
SPT_0643,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.015343866,371,FALSE,0.399423926,Intracellular,,excinuclease ABC subunit C
SPT_0644,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.057777606,366,FALSE,0.202343038,Intracellular,,hypothetical protein
SPT_0646,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.008686118,369,FALSE,0.414021444,Intracellular,,nitroreductase family protein
SPT_0647,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.008395424,371,FALSE,0.640033778,Intracellular,pepV,dipeptidase
SPT_0648,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.008195443,371,FALSE,1.831514479,NA,,hypothetical protein
SPT_0651,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Amino acid metabolism,NA,2,0.000877751,371,FALSE,1.168290681,Membrane,brnQ,Branched-chain amino acid transport system carrier protein
SPT_0652,GENETIC INFORMATION PROCESSING,METABOLISM,NA,"Folding, sorting, degradation",Amino acid metabolism,NA,2,0.033770686,371,FALSE,0.44315574,Intracellular,,aminopeptidase
SPT_0653,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.171103641,368,FALSE,0.466244243,Intracellular,,HIT family protein
SPT_0654,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.545623172,371,FALSE,0.522648847,Intracellular,ldcB,D-alanyl-D-alanine carboxypeptidase
SPT_0691,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.545623172,371,FALSE,0.480345866,Cell Wall,,pneumococcal surface protein
SPT_0656,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.002158364,371,FALSE,0.847117342,Intracellular,rplK,50S ribosomal protein L11
SPT_0657,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.000879387,371,FALSE,1.135317386,Intracellular,rplA,50S ribosomal protein L1
SPT_0660,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.038573674,21,FALSE,0.936320445,NA,,hypothetical protein
SPT_0662,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.088947196,371,FALSE,0.462046,Membrane,,ABC transporter permease
SPT_0663,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.090885604,371,FALSE,0.42816098,Membrane,,ABC transporter permease
SPT_0666,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0,369,FALSE,3.717463983,Intracellular,,serine protease
SPT_0668,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.053998958,361,FALSE,2.421472117,Membrane,sgaB,"Phosphotransferase system, galactitol-specific IIB component"
SPT_1029,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.053998958,361,FALSE,2.285700527,Membrane,,"PTS system, galactose-specific IIB component"
SPT_0669,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.003258703,371,FALSE,2.422668479,Membrane,sgcC,"Phosphotransferase system, galactitol-specific IIC component"
SPT_0670,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.016670645,371,FALSE,2.568976406,Intracellular,bgaA,beta-galactosidase
SPT_0671,GENETIC INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,NA,Mobile element/pseudogene,DNA repair and editing,NA,2,0.172638568,370,FALSE,0.570055594,Intracellular,,"Transposase, IS4 family"
SPT_0674,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.013391233,371,FALSE,1.091741759,NA,,hypothetical protein
SPT_0677,GENETIC INFORMATION PROCESSING,METABOLISM,NA,Translation,Nucleotide metabolism,NA,2,0.009043531,370,FALSE,0.568319008,Intracellular,,putative rRNA methylase
SPT_0678,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.007074653,370,FALSE,1.201721919,NA,,hypothetical protein
SPT_0679,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Cofactor and vitamin metabolism,NA,2,0.00436089,370,FALSE,0.349774435,Membrane,,monovalent cation/proton antiporter
SPT_0680,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.00670602,371,FALSE,0.438581666,Intracellular,,ribonuclease
SPT_1202,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.195851755,371,FALSE,0.530403789,Intracellular,ccdA-2,Cytochrome c-type biogenesis protein CcdA
SPT_0682,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.195851755,371,FALSE,0.640548415,Membrane,ccdA,cytochrome c biogenesis protein
SPT_0916,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.183549332,371,FALSE,0.383365002,Intracellular,MsrA/B,Peptide-methionine (S)-S-oxide reductase MsrA/Peptide-methionine (R)-S-oxide reductase MsrB
SPT_0684,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.183549332,371,FALSE,0.693204234,Intracellular,,peptide methionine sulfoxide reductase
SPT_0686,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Signal transduction,NA,NA,1,0.003041462,371,FALSE,0.513963783,Membrane,yesM,Sensor histidine kinase
SPT_0687,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.017349018,371,FALSE,0.401392569,NA,ywlG,hypothetical protein
SPT_0688,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.394952246,370,FALSE,0.495158578,Membrane,zmpB,involved in virulence; zinc metalloprotease anchor protein
SPT_0689,METABOLISM,METABOLISM,NA,Cofactor and vitamin metabolism,Various metabolism,NA,2,0.01772025,371,FALSE,2.197850958,Intracellular,pabB,aminodeoxychorismate synthase
SPT_0690,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.026716812,333,FALSE,1.164380261,NA,,hypothetical protein
SPT_0693,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.005320959,371,TRUE,0.507951495,Intracellular,thyA,thymidylate synthase
SPT_0694,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,371,FALSE,0.605676908,NA,,hypothetical protein
SPT_0695,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.015562645,371,FALSE,0.448957054,Intracellular,miaA,tRNA delta(2)-isopentenylpyrophosphate transferase
SPT_0696,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.002389444,371,FALSE,0.317302634,Intracellular,hflX,50S ribosomal subunit-associated GTPase HflX
SPT_0697,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.0169927,371,FALSE,0.304049071,NA,,hypothetical protein
SPT_0698,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.003159391,371,TRUE,0.362732405,Intracellular,rnz,ribonuclease Z
SPT_0699,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.002665615,371,FALSE,0.450462554,NA,dltE,short chain dehydrogenase/reductase family oxidoreductase
SPT_0700,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.000775149,371,FALSE,0.359947145,Intracellular,,"Methionine biosynthesis and transport regulator MtaR, LysR family"
SPT_0701,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.001890366,371,FALSE,1.549774636,NA,,hypothetical protein
SPT_0702,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.003224883,371,FALSE,0.755080402,NA,,hypothetical protein
SPT_0703,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.008252326,354,FALSE,0.640088055,NA,,hypothetical protein
SPT_0704,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.014848052,371,FALSE,0.530962693,Intracellular,rsuA-2,Ribosomal small subunit pseudouridine synthase A
SPT_0705,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.001055954,370,FALSE,2.274362258,Intracellular,typA,GTP-binding protein TypA/BipA; elongation factor Tu family protein
SPT_0706,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.005211675,371,FALSE,0.570872004,NA,,hypothetical protein
SPT_0708,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.107806136,367,FALSE,2.642963061,NA,,hypothetical protein
SPT_0709,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.260625136,371,FALSE,2.963597713,Membrane,,putative ABC transporter
SPT_1967,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.260625136,371,FALSE,0.306311737,Membrane,,
SPT_1934,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.260625136,371,FALSE,0.976914954,Membrane,,
SPT_0710,METABOLISM,METABOLISM,NA,Cell wall metabolism,Amino acid metabolism,NA,2,0.010699708,371,TRUE,0.354001932,Intracellular,murD,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase
SPT_0711,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.015544642,371,TRUE,0.733875226,Intracellular,murG,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
SPT_0712,CELLULAR PROCESSES,NA,NA,Cell division,NA,NA,1,0.011438622,371,FALSE,0.660644926,Membrane,ftsQ/divIB,Cell division septal protein FtsQ
SPT_0713,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.007323592,371,FALSE,2.229440058,Intracellular,pyrF,orotidine 5'-phosphate decarboxylase
SPT_0714,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.006697295,371,FALSE,2.203537175,Intracellular,pyrE,orotate phosphoribosyltransferase PyrE
SPT_0715,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.008003322,370,FALSE,3.870484735,NA,,hypothetical protein
SPT_0716,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.012625844,370,FALSE,2.755719519,NA,,hypothetical protein
SPT_0718,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.012257536,369,FALSE,2.506755753,NA,,hypothetical protein
SPT_0726,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Amino acid metabolism,NA,2,0.422076434,371,FALSE,0.86312696,Membrane,hisM,"ABC-type amino acid transport system, permease component"
SPT_0727,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Amino acid metabolism,NA,2,0.422076434,371,FALSE,1.142146727,Membrane,hisM,"ABC-type amino acid transport system, permease component"
SPT_0729,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.003426463,371,TRUE,0.397049511,Intracellular,lysS,lysyl-tRNA synthetase
SPT_0731,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.002021019,370,FALSE,0.701570624,Intracellular,lctO-2,lactate oxidase
SPT_0732,METABOLISM,GENETIC INFORMATION PROCESSING,NA,Cofactor and vitamin metabolism,Transcription,NA,2,0.00705967,371,FALSE,0.481535621,Intracellular,tenA,
SPT_0733,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.01015742,371,FALSE,0.631057594,Intracellular,thiM,hydroxyethylthiazole kinase
SPT_0734,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.010229068,371,FALSE,0.699886787,Intracellular,thiE-1,thiamine-phosphate pyrophosphorylase
SPT_0735,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.005707693,371,FALSE,0.458853226,Membrane,ykoE,Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine
SPT_0736,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Cofactor and vitamin metabolism,NA,2,0.022358698,370,FALSE,0.641504407,Membrane,ykoD,Duplicated ATPase component YkoD of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine
SPT_0737,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.007528956,371,FALSE,1.146251772,NA,,hypothetical protein
SPT_0738,GENETIC INFORMATION PROCESSING,METABOLISM,NA,Transcription,Cofactor and vitamin metabolism,NA,2,0.005079682,371,FALSE,0.596224811,Intracellular,tenA,transcriptional activator TenA
SPT_0739,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Cofactor and vitamin metabolism,NA,2,0.011794837,371,FALSE,1.107849422,Membrane,thiW,Substrate-specific component ThiW of predicted thiazole ECF transporter
SPT_0740,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.027821894,371,FALSE,0.772349838,Intracellular,thiM,putative hydroxyethylthiazole kinase
SPT_0741,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.007051595,371,FALSE,0.989134655,Intracellular,thiE-2,thiamine-phosphate pyrophosphorylase
SPT_0743,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.006374633,371,FALSE,5.254965566,Intracellular,,putative transcriptional repressor
SPT_0744,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.007149374,371,FALSE,4.326287634,Membrane,,Copper-exporting ATPase
SPT_0745,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.005804911,371,FALSE,3.615817098,Membrane,,Copper-translocating P-type ATPase
SPT_0746,METABOLISM,METABOLISM,NA,Carbohydrate metabolism,Energy metabolism,NA,2,0.000220532,371,FALSE,1.577033362,Intracellular,spxB,pyruvate oxidase
SPT_0749,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.519460739,371,FALSE,1.749979534,NA,,hypothetical protein
SPT_0752,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.016897337,371,FALSE,0.728650639,Intracellular,manA,mannose-6-phosphate isomerase
SPT_0753,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.361884879,369,FALSE,0.440568357,Membrane,,sodium dependent transporter
SPT_0756,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.027861293,371,FALSE,0.713208563,NA,,dehydrogenase
SPT_0757,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.002189579,371,FALSE,1.724025385,NA,,"DegV family, may bind fatty acids"
SPT_0758,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.000756253,371,FALSE,3.182309359,Intracellular,,AcrR/TetR family transcriptional regulator
SPT_0759,METABOLISM,CELLULAR PROCESSES,NA,Nucleotide metabolism,Cellular community,NA,2,9.37E-05,371,FALSE,0.690454702,NA,comEB,Late competence protein ComEB; cytidine and deoxycytidylate deaminase
SPT_0760,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.002073052,371,FALSE,4.887331367,Intracellular,upp,uracil phosphoribosyltransferase
SPT_0761,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.000516381,370,FALSE,2.647887772,Intracellular,clpP,ATP-dependent Clp protease proteolytic subunit
SPT_0762,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,371,FALSE,1.974834282,NA,,hypothetical protein
SPT_0763,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Amino acid metabolism,NA,2,0.004599944,371,FALSE,1.773156986,Cell Wall,livK,"High-affinity leucine-specific transport system, periplasmic binding protein LivK"
SPT_0764,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Amino acid metabolism,NA,2,0.002861132,371,FALSE,3.265615172,Membrane,livH,"branched-chain amino acid ABC transporter, permease protein"
SPT_0768,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.009707468,371,FALSE,1.168127269,Intracellular,acuB,putative acetoin utilization protein AcuB
SPT_0769,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.003476485,371,TRUE,0.455144576,Intracellular,prfB,peptide chain release factor 2;
SPT_0770,CELLULAR PROCESSES,ENVIRONMENTAL INFORMATION PROCESSING,NA,Cell division,Membrane transport,NA,2,0.001041105,371,TRUE,0.502232512,Intracellular,ftsE,"Cell division ABC transporter, ATP-binding protein FtsE"
SPT_0771,CELLULAR PROCESSES,ENVIRONMENTAL INFORMATION PROCESSING,NA,Cell division,Membrane transport,NA,2,0.001392163,371,TRUE,0.393475416,Membrane,ftsX,"cell division ABC transporter, permease protein FtsX"
SPT_0772,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.002975976,370,FALSE,1.261058664,Membrane,exp5,PTS system component
SPT_0773,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Signal transduction,NA,NA,1,0.005851139,370,FALSE,0.71569234,Membrane,rgfB,Signal transduction component
SPT_0774,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.005921545,371,TRUE,2.310438418,Intracellular,cshB,DEAD/DEAH box helicase
SPT_0775,METABOLISM,METABOLISM,NA,Amino acid metabolism,Cofactor and vitamin metabolism,NA,2,0.00304915,371,TRUE,0.477276193,Intracellular,metK,S-adenosylmethionine synthetase
SPT_0777,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.001759488,371,FALSE,0.445326442,Intracellular,pyrDA,dihydroorotate dehydrogenase
SPT_0778,GENETIC INFORMATION PROCESSING,NA,NA,Replication,NA,NA,1,0.005217588,371,TRUE,0.374238805,Intracellular,holA,DNA polymerase III subunit delta
SPT_0779,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.000920232,371,FALSE,0.867207978,Intracellular,sodA,"superoxide dismutase, manganese-dependent"
SPT_0780,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.010649255,371,FALSE,0.400325332,NA,yutD,hypothetical protein
SPT_0781,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.038643262,371,FALSE,0.44271636,Intracellular,rlmN,ribosomal RNA large subunit methyltransferase N
SPT_0782,CELLULAR PROCESSES,NA,NA,Antibiotic response/sensing,NA,NA,1,0.051343101,371,FALSE,0.906633527,Membrane,vanZ,Glycopeptide antibiotics resistance protein
SPT_0784,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.006615628,371,FALSE,1.176712535,Intracellular,ppiB,cyclophilin type peptidyl-prolyl cis-trans isomerase
SPT_0786,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.017847938,357,FALSE,0.833958538,NA,,hypothetical protein
SPT_0787,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0,371,FALSE,1.196668868,Intracellular,rpsP,30S ribosomal protein S16
SPT_0788,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,371,FALSE,1.215151142,Intracellular,ylqC,KH domain RNA binding protein YlqC
SPT_0795,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.009601261,371,FALSE,0.327165692,Intracellular,,"Oxidoreductase, Gfo/Idh/MocA family"
SPT_0797,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.005898926,370,FALSE,0.359274736,Cell Wall,PgdA,Peptidoglycan N-acetylglucosamine deacetylase A
SPT_0798,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.011213801,371,FALSE,0.270777453,Intracellular,,Aldo/keto reductase
SPT_0799,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.10195889,356,FALSE,0.465297672,NA,,Hypothetical Protein
SPT_0800,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.005051777,371,TRUE,1.708781099,Intracellular,GlyQ,Glycine--tRNA ligase alpha subunit
SPT_0801,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.007260732,371,TRUE,0.304191463,Intracellular,GlyS,Glycine--tRNA ligase beta subunit
SPT_0802,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.010921326,371,FALSE,0.76002165,NA,,Hypothetical Protein
SPT_0803,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.010705974,371,FALSE,1.177608409,Intracellular,,Oxidoreductase
