Gene,Tag1,Tag2,Tag3,Category1,Category2,Category3,No..of.Categories,SequenceDiameter,SequencePrevalence,Essential,ExpressionPlasticity,Location.Tag,Gene.Name,Gene.Description
SP_0637,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.088947196,371,FALSE,0.462046,Membrane,,ABC transporter permease
SP_0638,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.090885604,371,FALSE,0.42816098,Membrane,,ABC transporter permease
SP_0640,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.467820989,371,FALSE,0.63937081,Intracellular,,Acetyltransferase
SP_0639,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.467820989,371,FALSE,0.587922651,NA,,hypothetical protein
SP_0641,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0,369,FALSE,3.717463983,Intracellular,,serine protease
SP_0645,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.04962429,369,FALSE,2.060291475,Membrane,ptsN,Phosphotransferase system mannitol/fructose-specific IIA domain
SP_1198,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.04962429,369,FALSE,0.399644997,Membrane,,"PTS system, galactose-specific IIA component (EC 2.7.1.69)"
SP_1199,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.04962429,369,FALSE,0.203226597,NA,,
SP_1197,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.053998958,361,FALSE,2.285700527,Membrane,,"PTS system, galactose-specific IIB component"
SP_0646,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.053998958,361,FALSE,2.421472117,Membrane,sgaB,"Phosphotransferase system, galactitol-specific IIB component"
SP_0647,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.003258703,371,FALSE,2.422668479,Membrane,sgcC,"Phosphotransferase system, galactitol-specific IIC component"
SP_0648,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.016670645,371,FALSE,2.568976406,Intracellular,bgaA,beta-galactosidase
SP_0650,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.013391233,371,FALSE,1.091741759,NA,,hypothetical protein
SP_0652,GENETIC INFORMATION PROCESSING,METABOLISM,NA,Translation,Nucleotide metabolism,NA,2,0.009043531,370,FALSE,0.568319008,Intracellular,,putative rRNA methylase
SP_0653,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.007074653,370,FALSE,1.201721919,NA,,hypothetical protein
SP_0654,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,FALSE,1.104607066,NA,,hypothetical protein
SP_0655,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Cofactor and vitamin metabolism,NA,2,0.00436089,370,FALSE,0.349774435,Membrane,,monovalent cation/proton antiporter
SP_0657,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.00670602,371,FALSE,0.438581666,Intracellular,,ribonuclease
SP_0999,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.195851755,371,FALSE,0.530403789,Intracellular,ccdA-2,Cytochrome c-type biogenesis protein CcdA
SP_0658,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.195851755,371,FALSE,0.640548415,Membrane,ccdA,cytochrome c biogenesis protein
SP_0660,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.183549332,371,FALSE,0.693204234,Intracellular,,peptide methionine sulfoxide reductase
SP_1359,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.183549332,371,FALSE,0.383365002,Intracellular,MsrA/B,Peptide-methionine (S)-S-oxide reductase MsrA/Peptide-methionine (R)-S-oxide reductase MsrB
SP_0662,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Signal transduction,NA,NA,1,0.003041462,371,FALSE,0.513963783,Membrane,yesM,Sensor histidine kinase
SP_0663,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.017349018,371,FALSE,0.401392569,NA,ywlG,hypothetical protein
SP_0664,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.394952246,370,FALSE,0.495158578,Membrane,zmpB,involved in virulence; zinc metalloprotease anchor protein
SP_0665,METABOLISM,METABOLISM,NA,Cofactor and vitamin metabolism,Various metabolism,NA,2,0.01772025,371,FALSE,2.197850958,Intracellular,pabB,aminodeoxychorismate synthase
SP_0666,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.026716812,333,FALSE,1.164380261,NA,,hypothetical protein
SP_0669,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.005320959,371,TRUE,0.507951495,Intracellular,thyA,thymidylate synthase
SP_0670,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,371,FALSE,0.605676908,NA,,hypothetical protein
SP_0671,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.015562645,371,FALSE,0.448957054,Intracellular,miaA,tRNA delta(2)-isopentenylpyrophosphate transferase
SP_0672,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.002389444,371,FALSE,0.317302634,Intracellular,hflX,50S ribosomal subunit-associated GTPase HflX
SP_0673,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.0169927,371,FALSE,0.304049071,NA,,hypothetical protein
SP_0674,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.003159391,371,TRUE,0.362732405,Intracellular,rnz,ribonuclease Z
SP_0675,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.002665615,371,FALSE,0.450462554,NA,dltE,short chain dehydrogenase/reductase family oxidoreductase
SP_0676,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.000775149,371,FALSE,0.359947145,Intracellular,,"Methionine biosynthesis and transport regulator MtaR, LysR family"
SP_0677,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.001890366,371,FALSE,1.549774636,NA,,hypothetical protein
SP_0678,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.003224883,371,FALSE,0.755080402,NA,,hypothetical protein
SP_0679,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.008252326,354,FALSE,0.640088055,NA,,hypothetical protein
SP_0680,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.014848052,371,FALSE,0.530962693,Intracellular,rsuA-2,Ribosomal small subunit pseudouridine synthase A
SP_0681,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.001055954,370,FALSE,2.274362258,Intracellular,typA,GTP-binding protein TypA/BipA; elongation factor Tu family protein
SP_0682,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.005211675,371,FALSE,0.570872004,NA,,hypothetical protein
SP_0683,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,FALSE,0.612470786,NA,,hypothetical protein
SP_0684,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,FALSE,0.738583758,NA,,hypothetical protein
SP_0685,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,FALSE,1.903828533,NA,,hypothetical protein
SP_0686,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.107806136,367,FALSE,2.642963061,NA,,hypothetical protein
SP_0687,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.260625136,371,FALSE,2.963597713,Membrane,,putative ABC transporter
SP_1957,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.260625136,371,FALSE,0.976914954,Membrane,,
SP_1987,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.260625136,371,FALSE,0.306311737,Membrane,,
SP_0688,METABOLISM,METABOLISM,NA,Cell wall metabolism,Amino acid metabolism,NA,2,0.010699708,371,TRUE,0.354001932,Intracellular,murD,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase
SP_0689,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.015544642,371,TRUE,0.733875226,Intracellular,murG,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
SP_0690,CELLULAR PROCESSES,NA,NA,Cell division,NA,NA,1,0.011438622,371,FALSE,0.660644926,Membrane,ftsQ/divIB,Cell division septal protein FtsQ
SP_0691,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.126420439,134,FALSE,0.611545614,NA,,hypothetical protein
SP_0692,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.027488022,143,FALSE,1.112498326,NA,,hypothetical protein
SP_0693,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.018070588,86,FALSE,1.793570514,NA,,hypothetical protein
SP_0694,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.028561383,134,FALSE,0.858148645,NA,,hypothetical protein
SP_0696,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.120697454,147,FALSE,2.152300969,NA,,hypothetical protein
SP_0695,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.120697454,147,FALSE,1.345310065,Intracellular,thiF,Molybdopterin or thiamine biosynthesis adenylyltransferase
SP_0698,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.010885104,149,FALSE,0.907255839,Membrane,,ABC2-family transport protein
SP_0701,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.007323592,371,FALSE,2.229440058,Intracellular,pyrF,orotidine 5'-phosphate decarboxylase
SP_0702,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.006697295,371,FALSE,2.203537175,Intracellular,pyrE,orotate phosphoribosyltransferase PyrE
SP_0703,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.008003322,370,FALSE,3.870484735,NA,,hypothetical protein
SP_0704,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.012625844,370,FALSE,2.755719519,NA,,hypothetical protein
SP_0705,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.007686367,364,FALSE,2.436556127,NA,,hypothetical protein
SP_0706,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.012257536,369,FALSE,2.506755753,NA,,hypothetical protein
SP_0710,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Amino acid metabolism,NA,2,0.422076434,371,FALSE,0.86312696,Membrane,hisM,"ABC-type amino acid transport system, permease component"
SP_0711,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Amino acid metabolism,NA,2,0.422076434,371,FALSE,1.142146727,Membrane,hisM,"ABC-type amino acid transport system, permease component"
SP_0713,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.003426463,371,TRUE,0.397049511,Intracellular,lysS,lysyl-tRNA synthetase
SP_0715,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.002021019,370,FALSE,0.701570624,Intracellular,lctO-2,lactate oxidase
SP_0716,METABOLISM,GENETIC INFORMATION PROCESSING,NA,Cofactor and vitamin metabolism,Transcription,NA,2,0.00705967,371,FALSE,0.481535621,Intracellular,tenA,
SP_0717,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.01015742,371,FALSE,0.631057594,Intracellular,thiM,hydroxyethylthiazole kinase
SP_0718,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.010229068,371,FALSE,0.699886787,Intracellular,thiE-1,thiamine-phosphate pyrophosphorylase
SP_0719,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.005707693,371,FALSE,0.458853226,Membrane,ykoE,Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine
SP_0720,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Cofactor and vitamin metabolism,NA,2,0.022358698,370,FALSE,0.641504407,Membrane,ykoD,Duplicated ATPase component YkoD of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine
SP_0721,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.007528956,371,FALSE,1.146251772,NA,,hypothetical protein
SP_0722,GENETIC INFORMATION PROCESSING,METABOLISM,NA,Transcription,Cofactor and vitamin metabolism,NA,2,0.005079682,371,FALSE,0.596224811,Intracellular,tenA,transcriptional activator TenA
SP_0723,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Cofactor and vitamin metabolism,NA,2,0.011794837,371,FALSE,1.107849422,Membrane,thiW,Substrate-specific component ThiW of predicted thiazole ECF transporter
SP_0724,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.027821894,371,FALSE,0.772349838,Intracellular,thiM,putative hydroxyethylthiazole kinase
SP_0725,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.007051595,371,FALSE,0.989134655,Intracellular,thiE-2,thiamine-phosphate pyrophosphorylase
SP_0727,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.006374633,371,FALSE,5.254965566,Intracellular,,putative transcriptional repressor
SP_0728,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.007149374,371,FALSE,4.326287634,Membrane,,Copper-exporting ATPase
SP_0729,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.005804911,371,FALSE,3.615817098,Membrane,,Copper-translocating P-type ATPase
SP_0730,METABOLISM,METABOLISM,NA,Carbohydrate metabolism,Energy metabolism,NA,2,0.000220532,371,FALSE,1.577033362,Intracellular,spxB,pyruvate oxidase
SP_0733,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.519460739,371,FALSE,1.749979534,NA,,hypothetical protein
SP_1487,GENETIC INFORMATION PROCESSING,NA,NA,Mobile element/pseudogene,NA,NA,1,0.519460739,371,FALSE,4.072611458,Intracellular,,Mobile Element
SP_0810,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.519460739,371,FALSE,1.204662629,NA,,hypothetical protein
SP_0736,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.016897337,371,FALSE,0.728650639,Intracellular,manA,mannose-6-phosphate isomerase
SP_0738,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.361884879,369,FALSE,3.812209264,NA,,hypothetical protein
SP_0737,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.361884879,369,FALSE,0.440568357,Membrane,,sodium dependent transporter
SP_0739,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,NA,Membrane transport,Antibiotic response/sensing,NA,2,0.032070939,268,FALSE,0.382616531,Membrane,pmrA,Multidrug efflux pump
SP_0740,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.005808916,266,FALSE,0.464232832,Membrane,,MutT/nudix family protein
SP_0741,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.027861293,371,FALSE,0.713208563,NA,,dehydrogenase
SP_0742,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.002189579,371,FALSE,1.724025385,NA,,"DegV family, may bind fatty acids"
SP_0743,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.000756253,371,FALSE,3.182309359,Intracellular,,AcrR/TetR family transcriptional regulator
SP_0744,METABOLISM,CELLULAR PROCESSES,NA,Nucleotide metabolism,Cellular community,NA,2,9.37E-05,371,FALSE,0.690454702,NA,comEB,Late competence protein ComEB; cytidine and deoxycytidylate deaminase
SP_0745,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.002073052,371,FALSE,4.887331367,Intracellular,upp,uracil phosphoribosyltransferase
SP_0746,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.000516381,370,FALSE,2.647887772,Intracellular,clpP,ATP-dependent Clp protease proteolytic subunit
SP_0748,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,371,FALSE,1.974834282,NA,,hypothetical protein
SP_0749,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Amino acid metabolism,NA,2,0.004599944,371,FALSE,1.773156986,Cell Wall,livK,"High-affinity leucine-specific transport system, periplasmic binding protein LivK"
SP_0750,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Amino acid metabolism,NA,2,0.002861132,371,FALSE,3.265615172,Membrane,livH,"branched-chain amino acid ABC transporter, permease protein"
SP_0754,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.009707468,371,FALSE,1.168127269,Intracellular,acuB,putative acetoin utilization protein AcuB
SP_0755,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.003476485,371,TRUE,0.455144576,Intracellular,prfB,peptide chain release factor 2;
SP_0756,CELLULAR PROCESSES,ENVIRONMENTAL INFORMATION PROCESSING,NA,Cell division,Membrane transport,NA,2,0.001041105,371,TRUE,0.502232512,Intracellular,ftsE,"Cell division ABC transporter, ATP-binding protein FtsE"
SP_0757,CELLULAR PROCESSES,ENVIRONMENTAL INFORMATION PROCESSING,NA,Cell division,Membrane transport,NA,2,0.001392163,371,TRUE,0.393475416,Membrane,ftsX,"cell division ABC transporter, permease protein FtsX"
SP_0758,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.002975976,370,FALSE,1.261058664,Membrane,exp5,PTS system component
SP_0759,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,FALSE,0.693092119,NA,,
SP_0760,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Signal transduction,NA,NA,1,0.005851139,370,FALSE,0.71569234,Membrane,rgfB,Signal transduction component
SP_0761,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.005921545,371,TRUE,2.310438418,Intracellular,cshB,DEAD/DEAH box helicase
SP_0762,METABOLISM,METABOLISM,NA,Amino acid metabolism,Cofactor and vitamin metabolism,NA,2,0.00304915,371,TRUE,0.477276193,Intracellular,metK,S-adenosylmethionine synthetase
SP_0763,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,FALSE,0.573608765,NA,,hypothetical protein
SP_0764,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.001759488,371,FALSE,0.445326442,Intracellular,pyrDA,dihydroorotate dehydrogenase
SP_0765,GENETIC INFORMATION PROCESSING,NA,NA,Replication,NA,NA,1,0.005217588,371,TRUE,0.374238805,Intracellular,holA,DNA polymerase III subunit delta
SP_0766,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.000920232,371,FALSE,0.867207978,Intracellular,sodA,"superoxide dismutase, manganese-dependent"
SP_0767,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.010649255,371,FALSE,0.400325332,NA,yutD,hypothetical protein
SP_0768,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.038643262,371,FALSE,0.44271636,Intracellular,rlmN,ribosomal RNA large subunit methyltransferase N
SP_0769,CELLULAR PROCESSES,NA,NA,Antibiotic response/sensing,NA,NA,1,0.051343101,371,FALSE,0.906633527,Membrane,vanZ,Glycopeptide antibiotics resistance protein
SP_0771,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.006615628,371,FALSE,1.176712535,Intracellular,ppiB,cyclophilin type peptidyl-prolyl cis-trans isomerase
SP_0773,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,FALSE,0.620945813,NA,,hypothetical protein
SP_0774,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.017847938,357,FALSE,0.833958538,NA,,hypothetical protein
SP_0775,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0,371,FALSE,1.196668868,Intracellular,rpsP,30S ribosomal protein S16
SP_0776,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,371,FALSE,1.215151142,Intracellular,ylqC,KH domain RNA binding protein YlqC
SP_0777,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.04043638,369,FALSE,0.40659935,Intracellular,,
SP_0778,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.004952414,370,TRUE,0.823281663,Intracellular,rimM,16S rRNA-processing protein RimM
SP_0779,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.001393301,371,TRUE,0.625306676,Intracellular,trmD,tRNA (guanine-N(1)-)-methyltransferase
SP_0782,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.001521348,371,FALSE,0.902244243,NA,,hypothetical protein
SP_0783,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Cofactor and vitamin metabolism,NA,2,0.006582095,371,FALSE,1.162848682,Membrane,bioY,Substrate-specific component BioY of biotin ECF transporter
SP_0784,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.007449344,370,FALSE,0.512145201,Intracellular,gor,Glutathione reductase
SP_0785,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.006056053,371,FALSE,0.842069706,Membrane,,"ABC transporter, RND-adapter-like protein"
SP_0787,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,NA,Membrane transport,Antibiotic response/sensing,NA,2,0.002445184,371,FALSE,0.747044451,Membrane,,"ABC-type antimicrobial peptide transport system, permease component"
SP_0788,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.00891222,371,FALSE,0.431329242,Intracellular,metG,methionyl-tRNA synthetase
SP_0789,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.004798587,371,FALSE,0.696163738,Intracellular,,"DNA-binding transcriptional regulator, PadR family"
SP_0790,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.006174996,371,FALSE,0.702473571,NA,,hypothetical protein
SP_0791,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.005146662,371,FALSE,0.65140746,Intracellular,ydhF,"Oxidoreductase, aldo/keto reductase family"
SP_0792,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.015940866,371,FALSE,0.445896809,NA,,hypothetical protein
SP_0793,METABOLISM,NA,NA,Lipid metabolism,NA,NA,1,0.00814621,371,FALSE,0.277178708,Intracellular,fabG,3-ketoacyl-(acyl-carrier-protein) reductase
SP_0794,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.029891488,371,FALSE,0.491769667,Intracellular,,MutT/nudix family protein
SP_0795,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.041901518,371,FALSE,0.478663344,NA,ppsA,PEP-utilizing enzymes family protein
SP_0796,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.04425869,371,FALSE,0.544029873,NA,,hypothetical protein
SP_0797,GENETIC INFORMATION PROCESSING,METABOLISM,NA,"Folding, sorting, degradation",Amino acid metabolism,NA,2,0.00262851,371,FALSE,0.306167849,Intracellular,pepN,Lysyl aminopeptidase
SP_0798,ENVIRONMENTAL INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,NA,Signal transduction,Transcription,NA,2,0,371,FALSE,0.87400399,Intracellular,ciaR,"DNA-binding response regulator, OmpR family"
SP_0799,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Signal transduction,NA,NA,1,0.000470845,371,FALSE,0.745861078,Membrane,ciaH,Signal transduction histidine kinase
SP_0800,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.001639149,371,FALSE,0.74740946,NA,,hypothetical protein
SP_0801,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.006577393,371,FALSE,0.329505102,Intracellular,prtC,Protease
SP_0802,GENETIC INFORMATION PROCESSING,NA,NA,Replication,NA,NA,1,0.006357753,371,FALSE,0.410597728,Intracellular,dinG,"DNA polymerase III, epsilon subunit/ATP-dependent helicase DinG"
SP_0803,CELLULAR PROCESSES,NA,NA,Cell division,NA,NA,1,0.003326319,371,FALSE,0.394414271,Intracellular,rodA/ftsW,Rod shape-determining protein RodA
SP_0804,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.004474236,371,FALSE,0.452246014,NA,,4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis protein
SP_0805,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.009636669,371,FALSE,0.478955123,NA,,"uncharacterized family of the haloacid dehalogenase-like superfamily, similar to the uncharacterized Lactococcus lactis YsbA"
SP_0806,GENETIC INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,NA,Transcription,Replication,NA,2,0.230586825,371,TRUE,0.491352751,Intracellular,gyrB,DNA gyrase subunit B
SP_0852,GENETIC INFORMATION PROCESSING,NA,NA,Replication,NA,NA,1,0.230586825,371,TRUE,0.951692811,Intracellular,parE,"DNA topoisomerase IV, B subunit, Gram-positive"
SP_0807,CELLULAR PROCESSES,NA,NA,Cell division,NA,NA,1,0.00193396,371,TRUE,0.28752195,Intracellular,ezrA,Septation ring formation regulator EzrA
SP_0815,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,FALSE,0.933303957,NA,,hypothetical protein
SP_0816,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.007730061,371,FALSE,0.751086633,NA,,hypothetical protein
SP_0820,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.00276422,371,FALSE,0.507672784,Intracellular,clpE,Clp protease ATP-binding subunit ClpE
SP_0821,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,FALSE,0.663723533,NA,,hypothetical protein
SP_0822,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.000709044,371,FALSE,2.346104037,NA,ykuJ,hypothetical protein
SP_0824,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Amino acid metabolism,NA,2,0.007748076,370,FALSE,0.983374904,Intracellular,glnQ,"amino acid ABC transporter, ATP-binding protein"
SP_0825,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.006205809,371,TRUE,0.7371874,Intracellular,folD,"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase"
SP_0826,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.022830816,69,FALSE,5.086272554,NA,,hypothetical protein
SP_0828,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.003967887,371,FALSE,0.73389662,Intracellular,rpiA,ribose-5-phosphate isomerase A
